sample_id,current_emotion,proposed_emotion,transition,current_valence,current_arousal,proposed_valence,proposed_arousal,same_valence,same_arousal,model_vote_count,model_sources,all_sources,support_score,model_support_score,public_style_support_score,public_duplicate_support_score,max_confidence,exact_duplicate,near_duplicate,failed_transition_count,current_label_issue_count,rationale
track2_0457,calm,aroused,calm->aroused,Positive,Low,Positive,High,True,False,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.925173,1.67613,0.249043,0.0,0.745301,False,False,0,0,
track2_0952,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"gemini35,siglip2","gemini35,public_inclusive,siglip2",1.906275,1.425516,0.480759,0.0,0.85,False,False,20,0,"The painting's depiction of a quiet, vast natural landscape with a gently flowing stream and distant mountains evokes a sense of peaceful stillness and tranquility, making 'calm' a more precise fit than 'content'."
track2_0722,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.903225,1.356015,0.54721,0.0,0.619667,False,False,20,0,
track2_0431,happy,calm,happy->calm,Positive,High,Positive,Low,True,False,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.88701,1.473236,0.413774,0.0,0.554667,False,False,0,0,
track2_0009,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.879712,1.340604,0.539108,0.0,0.609738,False,False,20,0,
track2_0666,alarmed,sad,alarmed->sad,Negative,High,Negative,Low,True,False,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.879437,1.410832,0.468605,0.0,0.653745,False,False,0,0,
track2_0136,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.877301,1.420332,0.456969,0.0,0.541949,False,False,20,0,
track2_0265,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.861193,1.326456,0.534737,0.0,0.627228,False,False,20,0,
track2_0617,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_inclusive,siglip2",1.858047,1.416901,0.441146,0.0,0.481394,False,False,20,0,
track2_0893,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,gemini35","clip,gemini35,public_inclusive",1.8533,1.416145,0.437155,0.0,0.85,False,False,20,0,"The delicate brushwork, balanced composition, and soft, muted colors of this traditional floral painting evoke a sense of meditative stillness and quiet tranquility, making 'calm' a more precise descriptor than 'content'."
track2_0682,calm,content,calm->content,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.849569,1.361404,0.488165,0.0,0.528832,False,False,43,0,
track2_0221,tired,sad,tired->sad,Negative,Low,Negative,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.826062,1.449876,0.376186,0.0,0.458364,False,False,3,0,
track2_0412,alarmed,frustrated,alarmed->frustrated,Negative,High,Negative,High,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.801889,1.45544,0.346449,0.0,0.462593,False,False,0,0,
track2_0923,alarmed,calm,alarmed->calm,Negative,High,Positive,Low,False,False,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.800564,1.23273,0.567834,0.0,0.686982,False,False,0,0,
track2_0458,aroused,calm,aroused->calm,Positive,High,Positive,Low,True,False,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.789748,1.508771,0.280978,0.0,0.541944,False,False,0,0,
track2_0753,alarmed,content,alarmed->content,Negative,High,Positive,Low,False,False,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.785216,1.212019,0.573197,0.0,0.573197,False,False,0,0,
track2_0268,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.78181,1.337897,0.443913,0.0,0.461788,False,False,20,0,
track2_0107,alarmed,aroused,alarmed->aroused,Negative,High,Positive,High,False,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.78083,1.456301,0.324529,0.0,0.532662,False,False,0,0,
track2_0085,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.77947,1.214776,0.564694,0.0,0.646543,False,False,20,0,
track2_0567,tired,sad,tired->sad,Negative,Low,Negative,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.777204,1.365435,0.411769,0.0,0.757149,False,False,3,0,
track2_0932,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.770405,1.248861,0.521544,0.0,0.594827,False,False,20,0,
track2_0926,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.762819,1.189664,0.573155,0.0,0.573155,False,False,20,0,
track2_0803,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.760213,1.215401,0.544812,0.0,0.563098,False,False,20,0,
track2_0038,tired,calm,tired->calm,Negative,Low,Positive,Low,False,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.760067,1.402942,0.357125,0.0,0.46726,False,False,0,0,
track2_0591,calm,sad,calm->sad,Positive,Low,Negative,Low,False,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.735926,1.320337,0.415589,0.0,0.72836,False,False,0,0,
track2_0908,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.734279,1.435897,0.298382,0.0,0.543763,False,False,20,0,
track2_0818,glad,content,glad->content,Positive,Low,Positive,Low,True,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.691878,1.164218,0.52766,0.0,0.622961,False,False,4,0,
track2_0562,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,siglip2",1.687261,1.687261,0.0,0.0,0.546333,False,False,20,0,
track2_0593,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.683337,1.372959,0.310378,0.0,0.499861,False,False,20,0,
track2_0748,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,siglip2",1.680431,1.680431,0.0,0.0,0.552119,False,False,20,0,
track2_0919,bored,calm,bored->calm,Negative,Low,Positive,Low,False,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.678096,1.149451,0.528645,0.0,0.613388,False,False,0,0,
track2_0873,aroused,calm,aroused->calm,Positive,High,Positive,Low,True,False,2,"clip,siglip2","clip,public_clean,public_inclusive,public_near_public_duplicate,siglip2",1.675997,0.49765,0.223716,0.954631,0.954631,False,True,0,0,near_public_duplicate supports calm | near_public_duplicate supports calm
track2_0813,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,gemini35","clip,gemini35,public_inclusive",1.669928,1.450749,0.219179,0.0,0.85,False,False,20,0,"The harmonious composition, balanced natural elements, and gentle depiction of travelers on their journey evoke a sense of serene tranquility and calm."
track2_0910,annoyed,content,annoyed->content,Negative,High,Positive,Low,False,False,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.631127,1.301059,0.330068,0.0,0.471844,False,False,0,0,
track2_0741,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.628775,1.238393,0.390383,0.0,0.412757,False,False,20,0,
track2_0359,frustrated,annoyed,frustrated->annoyed,Negative,High,Negative,High,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.62497,1.230859,0.394111,0.0,0.451929,False,False,0,0,
track2_0668,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.617968,1.082122,0.535846,0.0,0.578992,False,False,20,0,
track2_0134,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.608735,1.105031,0.503704,0.0,0.527549,False,False,20,0,
track2_0297,calm,content,calm->content,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.604252,1.231304,0.372948,0.0,0.424303,False,False,43,0,
track2_0667,calm,content,calm->content,Positive,Low,Positive,Low,True,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.599215,1.070216,0.528999,0.0,0.528999,False,False,43,0,
track2_0726,frustrated,annoyed,frustrated->annoyed,Negative,High,Negative,High,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.592045,1.309903,0.282142,0.0,0.433168,False,False,0,0,
track2_0599,sad,frustrated,sad->frustrated,Negative,Low,Negative,High,True,False,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.581908,1.228325,0.353583,0.0,0.413486,False,False,0,0,
track2_0043,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,dinov2","clip,dinov2,public_clean,public_inclusive",1.574872,1.069778,0.505094,0.0,0.589816,False,False,20,0,
track2_0318,calm,content,calm->content,Positive,Low,Positive,Low,True,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.571224,1.063701,0.507523,0.0,0.507523,False,False,43,0,
track2_0759,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.552557,1.106233,0.446324,0.0,0.547985,False,False,20,0,
track2_0687,calm,content,calm->content,Positive,Low,Positive,Low,True,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.550362,1.040056,0.510306,0.0,0.541246,False,False,43,0,
track2_0900,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.547503,1.084745,0.462758,0.0,0.524133,False,False,20,0,
track2_0833,calm,content,calm->content,Positive,Low,Positive,Low,True,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.541207,1.029047,0.51216,0.0,0.51216,False,False,43,0,
track2_0976,calm,annoyed,calm->annoyed,Positive,Low,Negative,High,False,False,2,"clip,dinov2","clip,dinov2,public_clean,public_inclusive",1.523116,1.256361,0.266755,0.0,0.697109,False,False,0,0,
track2_0583,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,siglip2",1.520818,1.520818,0.0,0.0,0.573222,False,False,20,0,
track2_0865,calm,content,calm->content,Positive,Low,Positive,Low,True,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.518902,1.018857,0.500045,0.0,0.542053,False,False,43,0,
track2_0594,tired,glad,tired->glad,Negative,Low,Positive,Low,False,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.512637,1.008328,0.504309,0.0,0.504309,False,False,0,0,
track2_0202,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,siglip2",1.509258,1.509258,0.0,0.0,0.530698,False,False,20,0,
track2_0032,aroused,excited,aroused->excited,Positive,High,Positive,High,True,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.503243,1.166266,0.336977,0.0,0.513527,False,False,1,0,
track2_0352,sad,calm,sad->calm,Negative,Low,Positive,Low,False,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.49531,1.033428,0.461882,0.0,0.558513,False,False,0,0,
track2_0721,alarmed,excited,alarmed->excited,Negative,High,Positive,High,False,True,2,"clip,dinov2","clip,dinov2,public_clean,public_inclusive",1.491807,1.206428,0.285379,0.0,0.560226,False,False,0,0,
track2_0993,frustrated,aroused,frustrated->aroused,Negative,High,Positive,High,False,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.491175,1.101177,0.389998,0.0,0.495599,False,False,0,0,
track2_0374,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.4825,1.036545,0.445955,0.0,0.491685,False,False,20,0,
track2_0990,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,dinov2","clip,dinov2,public_clean",1.467669,0.979827,0.487842,0.0,0.509092,False,False,20,0,
track2_0240,calm,bored,calm->bored,Positive,Low,Negative,Low,False,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.464791,1.089729,0.375062,0.0,0.580313,False,False,0,0,
track2_0715,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.464415,0.98304,0.481375,0.0,0.489423,False,False,20,0,
track2_0180,aroused,calm,aroused->calm,Positive,High,Positive,Low,True,False,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.464051,0.943971,0.52008,0.0,0.52123,False,False,0,0,
track2_0537,tired,sad,tired->sad,Negative,Low,Negative,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.459039,1.024468,0.434571,0.0,0.542808,False,False,3,0,
track2_0927,content,excited,content->excited,Positive,Low,Positive,High,True,False,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.457303,1.147233,0.31007,0.0,0.635675,False,False,0,0,
track2_0112,calm,content,calm->content,Positive,Low,Positive,Low,True,True,2,"clip,siglip2","clip,public_clean,siglip2",1.450603,0.954387,0.496216,0.0,0.496216,False,False,43,0,
track2_0031,tired,sad,tired->sad,Negative,Low,Negative,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.444502,1.1445,0.300002,0.0,0.593964,False,False,3,0,
track2_0421,calm,content,calm->content,Positive,Low,Positive,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.422677,0.902181,0.520496,0.0,0.520496,False,False,43,0,
track2_0791,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,siglip2",1.421256,1.421256,0.0,0.0,0.501494,False,False,20,0,
track2_0817,tired,sad,tired->sad,Negative,Low,Negative,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.419514,1.134373,0.285141,0.0,0.499845,False,False,3,0,
track2_0949,calm,bored,calm->bored,Positive,Low,Negative,Low,False,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.415903,0.972888,0.443015,0.0,0.477724,False,False,0,0,
track2_0723,tired,calm,tired->calm,Negative,Low,Positive,Low,False,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.397782,1.014083,0.383699,0.0,0.541665,False,False,0,0,
track2_0175,tired,sad,tired->sad,Negative,Low,Negative,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.397494,1.000011,0.397483,0.0,0.526181,False,False,3,0,
track2_0672,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.396483,0.963457,0.433026,0.0,0.479824,False,False,20,0,
track2_0188,bored,content,bored->content,Negative,Low,Positive,Low,False,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.394152,1.055417,0.338735,0.0,0.362644,False,False,0,0,
track2_0133,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"dinov2,siglip2","dinov2,public_inclusive,siglip2",1.392397,0.985152,0.407245,0.0,0.499021,False,False,20,0,
track2_0138,calm,frustrated,calm->frustrated,Positive,Low,Negative,High,False,False,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.383633,1.074336,0.309297,0.0,0.528438,False,False,0,0,
track2_0890,alarmed,calm,alarmed->calm,Negative,High,Positive,Low,False,False,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.3759,1.053942,0.321958,0.0,0.603135,False,False,0,0,
track2_0796,calm,sad,calm->sad,Positive,Low,Negative,Low,False,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.375276,0.892387,0.482889,0.0,0.534213,False,False,0,0,
track2_0770,content,happy,content->happy,Positive,Low,Positive,High,True,False,2,"clip,dinov2","clip,dinov2",1.364568,1.364568,0.0,0.0,0.745742,False,False,0,0,
track2_0977,tired,sad,tired->sad,Negative,Low,Negative,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.356388,0.969854,0.386534,0.0,0.441275,False,False,3,0,
track2_0033,aroused,calm,aroused->calm,Positive,High,Positive,Low,True,False,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.355398,1.098915,0.256483,0.0,0.436116,False,False,0,0,
track2_0787,content,excited,content->excited,Positive,Low,Positive,High,True,False,3,"clip,dinov2,siglip2","clip,dinov2,siglip2",1.355054,1.355054,0.0,0.0,0.492534,False,False,0,0,
track2_0891,sad,alarmed,sad->alarmed,Negative,Low,Negative,High,True,False,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.341281,1.100944,0.240337,0.0,0.675462,False,False,0,0,
track2_0836,calm,bored,calm->bored,Positive,Low,Negative,Low,False,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.335776,0.941603,0.394173,0.0,0.496405,False,False,0,0,
track2_0922,frustrated,annoyed,frustrated->annoyed,Negative,High,Negative,High,True,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.335526,1.050102,0.285424,0.0,0.652307,False,False,0,0,
track2_0301,aroused,annoyed,aroused->annoyed,Positive,High,Negative,High,False,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.323251,1.035994,0.287257,0.0,0.339113,False,False,0,0,
track2_0620,frustrated,annoyed,frustrated->annoyed,Negative,High,Negative,High,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.316905,1.070367,0.246538,0.0,0.406766,False,False,0,0,
track2_0489,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,dinov2","clip,dinov2,public_inclusive",1.315713,0.887366,0.428347,0.0,0.520777,False,False,20,0,
track2_0336,annoyed,calm,annoyed->calm,Negative,High,Positive,Low,False,False,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.314288,0.944341,0.369947,0.0,0.483612,False,False,0,0,
track2_0728,alarmed,excited,alarmed->excited,Negative,High,Positive,High,False,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.310703,0.879286,0.431417,0.0,0.521482,False,False,0,0,
track2_0137,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,dinov2","clip,dinov2",1.309964,1.309964,0.0,0.0,0.581301,False,False,20,0,
track2_0876,frustrated,bored,frustrated->bored,Negative,High,Negative,Low,True,False,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.304434,0.964709,0.339725,0.0,0.461323,False,False,0,0,
track2_0561,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.302074,0.971856,0.330218,0.0,0.453753,False,False,20,0,
track2_0322,content,calm,content->calm,Positive,Low,Positive,Low,True,True,1,gemini35,"gemini35,public_clean",1.299706,0.9375,0.362206,0.0,0.85,False,False,20,0,"The delicate, flowing lines, soft muted colors, and gentle, suspended motion of the butterfly over the flowers evoke a profound sense of quietude and peaceful stillness, making 'calm' a more precise descriptor than 'content'."
track2_0829,calm,bored,calm->bored,Positive,Low,Negative,Low,False,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.299656,0.928114,0.371542,0.0,0.491099,False,False,0,0,
track2_0347,calm,content,calm->content,Positive,Low,Positive,Low,True,True,1,dinov2,"dinov2,public_clean",1.297159,0.782748,0.51441,0.0,0.684666,False,False,43,0,
track2_0150,tired,calm,tired->calm,Negative,Low,Positive,Low,False,True,2,"clip,dinov2","clip,dinov2,public_clean,public_inclusive",1.293456,0.789764,0.503692,0.0,0.503692,False,False,0,0,
track2_0848,bored,glad,bored->glad,Negative,Low,Positive,Low,False,True,2,"clip,dinov2","clip,dinov2,public_clean,public_inclusive",1.27926,0.928825,0.350435,0.0,0.490768,False,False,0,0,
track2_0549,aroused,sad,aroused->sad,Positive,High,Negative,Low,False,False,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.278526,0.859989,0.418537,0.0,0.492143,False,False,0,0,
track2_0098,sad,content,sad->content,Negative,Low,Positive,Low,False,True,2,"clip,dinov2","clip,dinov2",1.25474,1.25474,0.0,0.0,0.582213,False,False,0,0,
track2_0256,frustrated,excited,frustrated->excited,Negative,High,Positive,High,False,True,2,"clip,siglip2","clip,public_inclusive,siglip2",1.250643,0.913683,0.33696,0.0,0.469569,False,False,0,0,
track2_0842,annoyed,calm,annoyed->calm,Negative,High,Positive,Low,False,False,3,"clip,dinov2,siglip2","clip,dinov2,public_inclusive,siglip2",1.244151,0.972187,0.271964,0.0,0.366323,False,False,0,0,
track2_0884,tired,content,tired->content,Negative,Low,Positive,Low,False,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,siglip2",1.23398,1.035173,0.198806,0.0,0.4248,False,False,0,0,
track2_0735,calm,alarmed,calm->alarmed,Positive,Low,Negative,High,False,False,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.227801,0.807538,0.420263,0.0,0.453597,False,False,0,0,
track2_0566,calm,content,calm->content,Positive,Low,Positive,Low,True,True,1,siglip2,"public_clean,public_inclusive,siglip2",1.218418,0.661001,0.557417,0.0,0.581814,False,False,43,0,
track2_0950,calm,content,calm->content,Positive,Low,Positive,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.214567,0.851759,0.362808,0.0,0.449393,False,False,43,0,
track2_0364,alarmed,frustrated,alarmed->frustrated,Negative,High,Negative,High,True,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.214301,0.865922,0.348379,0.0,0.428472,False,False,0,0,
track2_0733,aroused,calm,aroused->calm,Positive,High,Positive,Low,True,False,2,"clip,dinov2","clip,dinov2",1.210802,1.210802,0.0,0.0,0.582785,False,False,0,0,
track2_0275,sad,calm,sad->calm,Negative,Low,Positive,Low,False,True,2,"clip,dinov2","clip,dinov2,public_clean,public_inclusive",1.195516,0.938387,0.257129,0.0,0.463123,False,False,0,0,
track2_0752,calm,sad,calm->sad,Positive,Low,Negative,Low,False,True,1,siglip2,"public_clean,public_inclusive,siglip2",1.190761,0.607057,0.583704,0.0,0.583704,False,False,0,0,
track2_0857,tired,sad,tired->sad,Negative,Low,Negative,Low,True,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.1895,0.878054,0.311446,0.0,0.400515,False,False,3,0,
track2_0414,calm,bored,calm->bored,Positive,Low,Negative,Low,False,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.186907,0.952406,0.234501,0.0,0.597918,False,False,0,0,
track2_0201,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.18538,0.799585,0.385795,0.0,0.404007,False,False,20,0,
track2_0351,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.180295,0.775587,0.404708,0.0,0.45193,False,False,20,0,
track2_0019,calm,content,calm->content,Positive,Low,Positive,Low,True,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.175483,0.695913,0.47957,0.0,0.481251,False,False,43,0,
track2_0690,content,calm,content->calm,Positive,Low,Positive,Low,True,True,1,siglip2,"public_clean,public_inclusive,siglip2",1.172146,0.642859,0.529287,0.0,0.584288,False,False,20,0,
track2_0696,sad,calm,sad->calm,Negative,Low,Positive,Low,False,True,2,"clip,dinov2","clip,dinov2",1.171869,1.171869,0.0,0.0,0.638893,False,False,0,0,
track2_0536,alarmed,aroused,alarmed->aroused,Negative,High,Positive,High,False,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.164999,0.876504,0.288495,0.0,0.412021,False,False,0,0,
track2_0592,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,dinov2","clip,dinov2",1.156802,1.156802,0.0,0.0,0.560775,False,False,20,0,
track2_0076,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,dinov2","clip,dinov2",1.153105,1.153105,0.0,0.0,0.58501,False,False,20,0,
track2_0622,calm,content,calm->content,Positive,Low,Positive,Low,True,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.148777,0.809235,0.339542,0.0,0.46662,False,False,43,0,
track2_0346,calm,content,calm->content,Positive,Low,Positive,Low,True,True,1,dinov2,"dinov2,public_inclusive",1.144174,0.6662,0.477974,0.0,0.59719,False,False,43,0,
track2_0907,annoyed,aroused,annoyed->aroused,Negative,High,Positive,High,False,True,2,"dinov2,siglip2","dinov2,public_inclusive,siglip2",1.143872,0.872712,0.27116,0.0,0.429702,False,False,0,0,
track2_0127,content,calm,content->calm,Positive,Low,Positive,Low,True,True,1,gemini35,"gemini35,public_clean",1.142358,0.9375,0.204858,0.0,0.85,False,False,20,0,"The quiet, observational activity of the figures combined with the flat, harmonious colors and clean lines of the woodblock print evokes a sense of calm stillness."
track2_0256,frustrated,happy,frustrated->happy,Negative,High,Positive,High,False,True,1,dinov2,"dinov2,public_clean",1.140839,0.792973,0.347866,0.0,0.658113,False,False,0,0,
track2_0145,calm,alarmed,calm->alarmed,Positive,Low,Negative,High,False,False,2,"clip,dinov2","clip,dinov2",1.140453,1.140453,0.0,0.0,0.677588,False,False,0,0,
track2_0531,annoyed,calm,annoyed->calm,Negative,High,Positive,Low,False,False,2,"dinov2,siglip2","dinov2,public_inclusive,siglip2",1.139823,0.744039,0.395784,0.0,0.395784,False,False,0,0,
track2_0278,calm,content,calm->content,Positive,Low,Positive,Low,True,True,1,dinov2,"dinov2,public_clean,public_inclusive",1.133898,0.637065,0.496833,0.0,0.587518,False,False,43,0,
track2_0601,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"dinov2,siglip2","dinov2,public_inclusive,siglip2",1.132132,0.791484,0.340648,0.0,0.405588,False,False,20,0,
track2_0449,excited,calm,excited->calm,Positive,High,Positive,Low,True,False,2,"clip,dinov2","clip,dinov2,public_clean,public_inclusive",1.128885,0.838578,0.290307,0.0,0.41245,False,False,0,0,
track2_0386,calm,sad,calm->sad,Positive,Low,Negative,Low,False,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.119585,0.847517,0.272069,0.0,0.443495,False,False,0,0,
track2_0955,calm,content,calm->content,Positive,Low,Positive,Low,True,True,1,siglip2,"public_clean,public_inclusive,siglip2",1.114314,0.604187,0.510127,0.0,0.544396,False,False,43,0,
track2_0142,excited,content,excited->content,Positive,High,Positive,Low,True,False,1,gemini35,"gemini35,public_clean",1.10583,0.875,0.23083,0.0,0.8,False,False,0,0,"The serene, stylized depiction of the figures with neutral facial expressions and the muted color palette evoke a sense of peaceful contentment rather than high-arousal excitement."
