clip_cosine,current_arousal,current_emotion,current_valence,dhash_distance,duplicate_bucket,evidence_level,neighbor_count,public_description,public_member,public_request_id,salient_attributes,same_quadrant,sample_id,sources,target_arousal,target_emotion,target_valence,topk_majority_count,transition
0.931693,Low,calm,Positive,99,,same_series_style,10,,China_images/GetImageUOGuTkgbaEifjErIuLgPbQyz.jpeg,China_images_request-4351,"composition,color",True,track2_0243,public_duplicate,Low,calm,Positive,7,calm->calm
0.912569,Low,calm,Positive,99,,style_prior_only,10,,China_images/GetImageeDVSxtSkFiTqoYYUByYeaCvq.jpeg,China_images_request-2416,"composition,color",True,track2_0244,public_duplicate,Low,calm,Positive,10,calm->calm
0.901122,High,frustrated,Negative,99,,style_prior_only,10,,Academicism/0030764_MariàFortuny-Malenudebackwiththearmextended.jpg,Academicism_request-533,"composition,color",False,track2_0245,public_duplicate,Low,calm,Positive,9,frustrated->calm
0.889016,Low,calm,Positive,99,,style_prior_only,10,,China_images/GetImageWaaZcYKEYQZtnpsyGuBncCeQ.jpeg,China_images_request-4526,"composition,color",True,track2_0246,public_duplicate,Low,calm,Positive,8,calm->calm
0.936899,High,frustrated,Negative,99,,style_prior_only,10,,Abstract Expressionism/0111579_PerleFine-Lair.jpg,Abstract Expressionism_request-2253,"composition,color",True,track2_0247,public_duplicate,High,frustrated,Negative,4,frustrated->frustrated
0.946098,Low,calm,Positive,24,style_neighbor_review,same_series_style,11,,China_images/GetImageVSzpSJWDfQMpnOJSHtUBdquj.jpeg,China_images_request-4490,"composition,color",True,track2_0248,public_duplicate,Low,calm,Positive,10,calm->calm
0.891482,High,frustrated,Negative,99,,style_prior_only,10,,Expressionism/0008783_LyndWard-Undercliff.jpg,Expressionism_request-178,"composition,color",False,track2_0249,public_duplicate,Low,calm,Positive,3,frustrated->calm
0.930856,Low,content,Positive,99,,same_series_style,10,,China_images/GetImageNjASpXbtImqmLOmIZPMlRwWZ.jpeg,China_images_request-3490,"composition,color",True,track2_0250,public_duplicate,Low,calm,Positive,9,content->calm
0.884542,High,frustrated,Negative,99,,style_prior_only,10,,Surrealism/0045785_AntonioAreal-HomenagemaFernãoMendesPinto.jpg,Surrealism_request-1111,"composition,color",True,track2_0251,public_duplicate,High,alarmed,Negative,4,frustrated->alarmed
0.913099,Low,calm,Positive,99,,style_prior_only,10,,China_images/GetImageckPlRsoNTDNqhMizjlgFepZh.jpeg,China_images_request-2223,"composition,color",True,track2_0252,public_duplicate,Low,calm,Positive,10,calm->calm
0.983111,Low,calm,Positive,15,same_series_high_clip,near_same_work,12,"The image portrays a serene landscape with delicate buildings nestled among lush greenery by a calm waterway. Mountains rise gently in the background, enveloped in a misty haze that suggests tranquility and timelessness.",China_images/GetImagedzkkwAlUFqJnrKONmZVsjLgp.jpeg,China_images_request-2399,"composition,color",True,track2_0253,public_duplicate,Low,calm,Positive,11,calm->calm
0.935564,Low,calm,Positive,99,,same_series_style,10,,China_images/FS-6543_04.jpg,China_images_request-1201,"composition,color",True,track2_0254,public_duplicate,Low,calm,Positive,10,calm->calm
0.871353,Low,calm,Positive,99,,style_prior_only,10,,China_images/GetImageWaaZcYKEYQZtnpsyGuBncCeQ.jpeg,China_images_request-4526,"composition,color",True,track2_0255,public_duplicate,Low,calm,Positive,9,calm->calm
0.797304,High,frustrated,Negative,99,,style_prior_only,10,,Regionalism/0103564_NormanRockwell-NewPlayer.jpg,Regionalism_request-273,"composition,color",False,track2_0256,public_duplicate,Low,content,Positive,1,frustrated->content
0.893084,Low,calm,Positive,99,,style_prior_only,10,,China_images/GetImagezrXcfkvqarswiDVavekZrNHk.jpeg,China_images_request-1913,"composition,color",True,track2_0257,public_duplicate,Low,calm,Positive,9,calm->calm
0.861868,Low,content,Positive,99,,style_prior_only,10,,Rococo/0154249_GiuseppeGalliDaBibiena-TemplesandRegia.jpg,Rococo_request-3302,"composition,color",True,track2_0258,public_duplicate,Low,calm,Positive,7,content->calm
0.923325,Low,calm,Positive,99,,style_prior_only,10,,Ukiyo-e/0025157_TōshūsaiSharaku-NakamuraNakazoIIasPrinceKoretakaDisguisedinthePlayŌshukubaiKoinoHatsune.jpg,Ukiyo-e_request-96,"composition,color",False,track2_0259,public_duplicate,High,frustrated,Negative,1,calm->frustrated
0.900954,Low,calm,Positive,99,,style_prior_only,10,,China_images/FS-7484_04.jpg,China_images_request-1000,"composition,color",True,track2_0260,public_duplicate,Low,calm,Positive,10,calm->calm
0.940431,Low,calm,Positive,24,style_neighbor_review,same_series_style,11,,Ukiyo-e/0065158_KitagawaUtamaro-Thefourvirtues.jpg,Ukiyo-e_request-300,"composition,color",True,track2_0261,public_duplicate,Low,calm,Positive,11,calm->calm
0.875059,Low,calm,Positive,99,,style_prior_only,10,,Rococo/0071523_PauNGFollowLouis-JosephMondhare-VuedelaVilled´Hambourg.jpg,Rococo_request-1421,"composition,color",True,track2_0262,public_duplicate,Low,calm,Positive,7,calm->calm
0.85533,High,excited,Positive,99,,style_prior_only,10,,Art Nouveau (Modern)/0081651_IvanBilibin-Chernomor'sGardens.SketchesofsceneryforMikhailGlinka'sRuslanandLudmilla.jpg,Art Nouveau (Modern)_request-2545,"composition,color",False,track2_0263,public_duplicate,Low,calm,Positive,4,excited->calm
0.881343,Low,calm,Positive,99,,style_prior_only,10,,China_images/GetImageTbbREbsdApGCkgiYaZHvaDXB.jpeg,China_images_request-4159,"composition,color",True,track2_0264,public_duplicate,Low,content,Positive,1,calm->content
0.928657,Low,content,Positive,99,,style_prior_only,10,,China_images/FS-5826_14.jpg,China_images_request-99,"composition,color",True,track2_0265,public_duplicate,Low,calm,Positive,8,content->calm
0.92455,Low,calm,Positive,99,,style_prior_only,10,,China_images/FS-8132_22.jpg,China_images_request-679,"composition,color",True,track2_0266,public_duplicate,Low,calm,Positive,8,calm->calm
0.903064,Low,calm,Positive,99,,style_prior_only,10,,China_images/FS-7481_03.jpg,China_images_request-1025,"composition,color",True,track2_0267,public_duplicate,Low,calm,Positive,8,calm->calm
0.894506,Low,content,Positive,99,,style_prior_only,10,,Impressionism/0104057_HenrideToulouse-Lautrec-Portraitofayoungwoman.jpg,Impressionism_request-6468,"composition,color",True,track2_0268,public_duplicate,Low,calm,Positive,9,content->calm
0.904576,Low,content,Positive,99,,style_prior_only,10,,China_images/FS-6375_01.jpg,China_images_request-582,"composition,color",True,track2_0269,public_duplicate,Low,calm,Positive,7,content->calm
0.930874,Low,content,Positive,99,,same_series_style,10,,China_images/GetImageSOeFDgidtuUVKCKKEjLyLqDB.jpeg,China_images_request-4087,"composition,color",True,track2_0270,public_duplicate,Low,calm,Positive,10,content->calm
0.956132,Low,content,Positive,27,same_work_or_series_review,same_series_style,12,,China_images/FS-7280_07.jpg,China_images_request-1055,"composition,color",True,track2_0271,public_duplicate,Low,content,Positive,4,content->content
0.977835,Low,calm,Positive,1,visual_duplicate_likely,exact_same_work,13,,China_images/GetImagemUWkWGWdSEpasZNUXXHtDWVn.jpeg,China_images_request-3423,"composition,color",True,track2_0272,public_duplicate,Low,calm,Positive,13,calm->calm
0.913291,Low,bored,Negative,99,,style_prior_only,10,,Abstract Expressionism/0165845_ConradMarca-Relli-UntitledCollage.jpg,Abstract Expressionism_request-3464,"composition,color",True,track2_0273,public_duplicate,Low,bored,Negative,1,bored->bored
0.935224,Low,calm,Positive,99,,same_series_style,10,,China_images/GetImageNqYWwYOmnTxhtgBVzpBBvKRK.jpeg,China_images_request-3534,"composition,color",True,track2_0274,public_duplicate,Low,calm,Positive,10,calm->calm
0.921883,Low,sad,Negative,99,,style_prior_only,10,,China_images/GetImageeTaeJRsUaBtqFGXFKPKNZBkU.jpeg,China_images_request-2478,"composition,color",False,track2_0275,public_duplicate,Low,content,Positive,2,sad->content
0.900322,High,frustrated,Negative,99,,style_prior_only,10,,"Symbolism/0121431_OdilonRedon-Hefalls,head-first,intotheabyss(plate17).jpg",Symbolism_request-2142,"composition,color",True,track2_0276,public_duplicate,High,frustrated,Negative,3,frustrated->frustrated
0.934923,Low,calm,Positive,99,,same_series_style,10,,China_images/GetImagerqoFmwyYPRGWCOPDbrtzyEMr.jpeg,China_images_request-3975,"composition,color",True,track2_0277,public_duplicate,Low,calm,Positive,10,calm->calm
0.947891,Low,calm,Positive,29,style_neighbor_review,same_series_style,11,,China_images/GetImagebljnaQcFQAcCBygdCcgAhdWw.jpeg,China_images_request-2111,"composition,color",True,track2_0278,public_duplicate,Low,calm,Positive,9,calm->calm
0.924355,High,aroused,Positive,99,,style_prior_only,10,,China_images/GetImageTmfdplLhTsgOzXTnSxfyybRc.jpeg,China_images_request-4214,"composition,color",False,track2_0279,public_duplicate,Low,calm,Positive,8,aroused->calm
0.925743,Low,content,Positive,99,,style_prior_only,10,,China_images/FS-5667_08.jpg,China_images_request-1308,"composition,color",True,track2_0280,public_duplicate,Low,calm,Positive,10,content->calm
0.951311,Low,calm,Positive,23,strong_neighbor_ge095,same_series_style,12,"The image features two birds perched on a flowering branch, surrounded by delicate blooms and leaves. Traditional Chinese calligraphy is present on the left side, enhancing the cultural and thematic essence of the piece.",China_images/FS-7280_02.jpg,China_images_request-747,"composition,color",True,track2_0281,public_duplicate,Low,calm,Positive,11,calm->calm
0.89602,Low,content,Positive,99,,style_prior_only,10,,High Renaissance/0153505_DomenicoBeccafumi-TheMiraculousCommunionofSaintCatherineofSiena.jpg,High Renaissance_request-1327,"composition,color",True,track2_0282,public_duplicate,Low,calm,Positive,6,content->calm
0.905533,Low,calm,Positive,99,,style_prior_only,10,,Islamic_image/DP231358.jpg,Islamic_image_request-372,"composition,color",True,track2_0283,public_duplicate,Low,calm,Positive,8,calm->calm
0.930613,Low,calm,Positive,99,,same_series_style,10,,China_images/GetImagebsWSYkmAoteKiNZlTQEQKrfd.jpeg,China_images_request-2138,"composition,color",True,track2_0284,public_duplicate,Low,calm,Positive,10,calm->calm
0.954327,Low,calm,Positive,26,same_work_or_series_review,same_series_style,12,,China_images/GetImageYhBbpvEyhwkxXizxJeGscVBa.jpeg,China_images_request-1740,"composition,color",True,track2_0285,public_duplicate,Low,calm,Positive,11,calm->calm
0.893862,Low,calm,Positive,99,,style_prior_only,10,,Ukiyo-e/92089_462438.jpg,Ukiyo-e_request-971,"composition,color",True,track2_0286,public_duplicate,Low,calm,Positive,9,calm->calm
0.944795,Low,calm,Positive,22,style_neighbor_review,same_series_style,11,,China_images/GetImageRCXBdmcoGWIjTBoMoebFKCvb.jpeg,China_images_request-3919,"composition,color",True,track2_0287,public_duplicate,Low,calm,Positive,10,calm->calm
0.927748,Low,calm,Positive,99,,style_prior_only,10,,China_images/FS-7112_02.jpg,China_images_request-22,"composition,color",True,track2_0288,public_duplicate,Low,calm,Positive,10,calm->calm
0.924152,Low,calm,Positive,99,,style_prior_only,10,,Ukiyo-e/0054624_TōshūsaiSharaku-ActorIchikawaYaozoIIIasaCourtesan'sAttendant.jpg,Ukiyo-e_request-237,"composition,color",True,track2_0289,public_duplicate,Low,calm,Positive,8,calm->calm
0.91858,Low,content,Positive,99,,style_prior_only,10,,Romanticism/0011122_JohannWilhelmSchirmer-Riderbyapondinapanoramiclandscape.jpg,Romanticism_request-494,"composition,color",True,track2_0290,public_duplicate,Low,calm,Positive,8,content->calm
0.933449,Low,calm,Positive,99,,style_prior_only,10,,China_images/GetImageJkYyvErKWmcArMNsSpPJVHhG.jpeg,China_images_request-3014,"composition,color",True,track2_0291,public_duplicate,Low,content,Positive,4,calm->content
0.887774,Low,content,Positive,99,,style_prior_only,10,,China_images/GetImageDrSWBTmzwXruONxZBvxgcFPh.jpeg,China_images_request-2362,"composition,color",True,track2_0292,public_duplicate,Low,calm,Positive,6,content->calm
0.948811,Low,calm,Positive,25,style_neighbor_review,same_series_style,11,,China_images/FS-S1987.270.8_001.jpg,China_images_request-272,"composition,color",True,track2_0293,public_duplicate,Low,calm,Positive,9,calm->calm
0.865903,Low,sad,Negative,99,,style_prior_only,10,,Academicism/0077217_WilhelmBendz-ChristianMorgenstern.jpg,Academicism_request-1539,"composition,color",False,track2_0294,public_duplicate,Low,calm,Positive,9,sad->calm
0.94007,Low,calm,Positive,39,style_neighbor_review,same_series_style,11,,China_images/GetImageAgexunHGYucaFpSZVGyTyYJQ.jpeg,China_images_request-1978,"composition,color",True,track2_0295,public_duplicate,Low,calm,Positive,11,calm->calm
0.896919,Low,calm,Positive,99,,style_prior_only,10,,Ukiyo-e/89645_446224.jpg,Ukiyo-e_request-1470,"composition,color",True,track2_0296,public_duplicate,Low,calm,Positive,8,calm->calm
0.864611,Low,calm,Positive,99,,style_prior_only,10,,Surrealism/0033724_YiannisTsaroychis-MementosoftheDeadFiancee.jpg,Surrealism_request-765,"composition,color",True,track2_0297,public_duplicate,Low,content,Positive,1,calm->content
0.933939,Low,content,Positive,99,,style_prior_only,10,,China_images/GetImageBVHQHemhWxtYtnyTiSxkKkWu.jpeg,China_images_request-2148,"composition,color",True,track2_0298,public_duplicate,Low,content,Positive,4,content->content
0.954779,Low,calm,Positive,16,strong_neighbor_ge095,same_series_style,12,"The image portrays a traditional landscape painting filled with textured mountains and flowing water. The scene is subtly detailed, using a monochromatic palette. The artwork embraces natural elements, capturing an ethereal and timeless essence.",China_images/FS-5807_03.jpg,China_images_request-884,"composition,color",True,track2_0299,public_duplicate,Low,calm,Positive,12,calm->calm
0.911486,Low,calm,Positive,99,,style_prior_only,10,,China_images/GetImageSjxgJWNuZTDUUOQoKoJrOIem.jpeg,China_images_request-4067,"composition,color",True,track2_0300,public_duplicate,Low,content,Positive,1,calm->content
0.916751,High,aroused,Positive,99,,style_prior_only,10,,Neo-Expressionism/0020478_GeorgBaselitz-HeadandBottle.jpg,Neo-Expressionism_request-124,"composition,color",False,track2_0301,public_duplicate,High,alarmed,Negative,1,aroused->alarmed
0.933621,Low,calm,Positive,99,,same_series_style,10,,China_images/GetImageFBulbXVqlsyFHzMkrFwAQHNl.jpeg,China_images_request-2509,"composition,color",True,track2_0302,public_duplicate,Low,calm,Positive,9,calm->calm
0.932239,Low,calm,Positive,99,,same_series_style,10,,China_images/FS-7328_12.jpg,China_images_request-661,"composition,color",True,track2_0303,public_duplicate,Low,calm,Positive,10,calm->calm
0.903342,Low,calm,Positive,99,,style_prior_only,10,,China_images/GetImageTgPTMXqgPJjhrIkfkFIDYgGk.jpeg,China_images_request-4186,"composition,color",True,track2_0304,public_duplicate,Low,calm,Positive,10,calm->calm
0.930853,Low,calm,Positive,99,,same_series_style,10,,China_images/GetImagebhVsbUhajQhIsFIZuPdQzrRs.jpeg,China_images_request-2090,"composition,color",True,track2_0305,public_duplicate,Low,calm,Positive,10,calm->calm
0.901038,Low,content,Positive,99,,style_prior_only,10,,Romanticism/0023281_IvanAivazovsky-WinterCaravanonRoad.jpg,Romanticism_request-1643,"composition,color",True,track2_0306,public_duplicate,Low,calm,Positive,9,content->calm
0.9361,Low,calm,Positive,99,,same_series_style,10,,China_images/FS-7444_16.jpg,China_images_request-1190,"composition,color",True,track2_0307,public_duplicate,Low,calm,Positive,8,calm->calm
0.881221,Low,content,Positive,99,,style_prior_only,10,,Early Renaissance/0187621_FraAngelico-AdorationoftheMagi.jpg,Early Renaissance_request-1010,"composition,color",False,track2_0308,public_duplicate,High,happy,Positive,1,content->happy
0.939691,Low,calm,Positive,99,,same_series_style,10,,China_images/FS-8543_26.jpg,China_images_request-513,"composition,color",True,track2_0309,public_duplicate,Low,calm,Positive,10,calm->calm
0.921224,High,frustrated,Negative,99,,style_prior_only,10,,Abstract Expressionism/0136256_PhilipGuston-Untitled.jpg,Abstract Expressionism_request-2801,"composition,color",False,track2_0310,public_duplicate,High,excited,Positive,2,frustrated->excited
0.957531,Low,calm,Positive,29,same_work_or_series_review,same_series_style,12,,China_images/GetImageAmpnoSvSuOpnTrkuwuIQbTbJ.jpeg,China_images_request-2010,"composition,color",True,track2_0311,public_duplicate,Low,calm,Positive,12,calm->calm
0.94612,Low,calm,Positive,28,style_neighbor_review,same_series_style,11,,China_images/GetImageNqYWwYOmnTxhtgBVzpBBvKRK.jpeg,China_images_request-3534,"composition,color",True,track2_0312,public_duplicate,Low,calm,Positive,10,calm->calm
0.914245,Low,calm,Positive,99,,style_prior_only,10,,Ink and wash painting/0066843_LiTang-SittingonRocksGazingattheMist.jpg,Ink and wash painting_request-194,"composition,color",True,track2_0313,public_duplicate,Low,calm,Positive,9,calm->calm
0.881536,Low,calm,Positive,99,,style_prior_only,10,,Mannerism (Late Renaissance)/0120152_Tintoretto-SaintGeorgeandtheDragon.jpg,Mannerism (Late Renaissance)_request-1455,"composition,color",False,track2_0314,public_duplicate,High,excited,Positive,3,calm->excited
0.925175,Low,calm,Positive,99,,style_prior_only,10,,Cubism/0103210_MarioPrassinos-Cafetiere.jpg,Cubism_request-1385,"composition,color",False,track2_0315,public_duplicate,High,frustrated,Negative,3,calm->frustrated
0.906953,High,happy,Positive,99,,style_prior_only,10,,Ukiyo-e/1292_1175303.jpg,Ukiyo-e_request-1076,"composition,color",False,track2_0316,public_duplicate,Low,calm,Positive,8,happy->calm
0.879424,Low,content,Positive,99,,style_prior_only,10,,Realism/0043295_WilliamMerrittChase-TheWoundedPoacher(TheVeteran).jpg,Realism_request-3256,"composition,color",False,track2_0317,public_duplicate,Low,sad,Negative,3,content->sad
0.891207,Low,calm,Positive,99,,style_prior_only,10,,Ukiyo-e/101197_526880.jpg,Ukiyo-e_request-1053,"composition,color",True,track2_0318,public_duplicate,Low,calm,Positive,8,calm->calm
0.858433,Low,calm,Positive,99,,style_prior_only,10,,Academicism/0037378_William-AdolpheBouguereau-Studyoffacesaftertheantique.jpg,Academicism_request-684,"composition,color",True,track2_0319,public_duplicate,Low,calm,Positive,7,calm->calm
0.95391,Low,calm,Positive,19,strong_neighbor_ge095,same_series_style,12,"The artwork displays a serene landscape, with towering mountains and delicate trees. A small, humble dwelling nestles in the foreground, surrounded by lush vegetation. The distant horizon is filled with misty peaks, evoking a sense of tranquility.",China_images/FS-8257_02.jpg,China_images_request-687,"composition,color",True,track2_0320,public_duplicate,Low,calm,Positive,12,calm->calm
0.893288,Low,calm,Positive,99,,style_prior_only,10,,China_images/FS-8220_01.jpg,China_images_request-17,"composition,color",True,track2_0321,public_duplicate,Low,calm,Positive,10,calm->calm
0.900619,Low,content,Positive,99,,style_prior_only,10,,China_images/GetImagehmRZmtkiNYGtwgdltVKkCYSP.jpeg,China_images_request-2773,"composition,color",True,track2_0322,public_duplicate,Low,calm,Positive,8,content->calm
0.95133,Low,calm,Positive,26,strong_neighbor_ge095,same_series_style,12,"The image features two elderly individuals in traditional Japanese attire. One stands with a staff, and the other is seated, adorned in elaborate robes. The background is a neutral tone with calligraphy, adding cultural depth.",Ukiyo-e/0017051_ToyotaHokkei-TheNohplayTakasago.jpg,Ukiyo-e_request-54,"composition,color",True,track2_0323,public_duplicate,Low,calm,Positive,10,calm->calm
0.885804,Low,content,Positive,99,,style_prior_only,10,,Post-Impressionism/0150693_GustaveLoiseau-TheLoingatMoret.jpg,Post-Impressionism_request-5143,"composition,color",True,track2_0324,public_duplicate,Low,content,Positive,1,content->content
0.912707,Low,sad,Negative,99,,style_prior_only,10,,Impressionism/0168068_IsaacIsraels-Dameinavondtoilet.jpg,Impressionism_request-10675,"composition,color",False,track2_0325,public_duplicate,Low,calm,Positive,10,sad->calm
0.958921,Low,calm,Positive,18,same_work_or_series_review,same_series_style,13,,China_images/GetImagehYVBLStCkrhGhicBiBWIoeGY.jpeg,China_images_request-2828,"composition,color",True,track2_0326,public_duplicate,Low,calm,Positive,13,calm->calm
0.865513,High,alarmed,Negative,99,,style_prior_only,10,,Neo-Expressionism/0051346_VasiliyRyabchenko-TheDeathofActaeon.jpg,Neo-Expressionism_request-363,"composition,color",True,track2_0327,public_duplicate,High,frustrated,Negative,1,alarmed->frustrated
0.916592,Low,calm,Positive,99,,style_prior_only,10,,Korea/bon000291-000-0001.jpg,Korea_request-6,"composition,color",True,track2_0328,public_duplicate,Low,calm,Positive,9,calm->calm
0.878242,Low,content,Positive,99,,style_prior_only,10,,Ukiyo-e/89944_448030.jpg,Ukiyo-e_request-1503,"composition,color",True,track2_0329,public_duplicate,Low,calm,Positive,5,content->calm
0.963262,Low,calm,Positive,6,visual_duplicate_likely,exact_same_work,13,,China_images/GetImagenOWkhPDxMRrSEJAxOlMRujbH.jpeg,China_images_request-3522,"composition,color",True,track2_0330,public_duplicate,Low,calm,Positive,12,calm->calm
0.846512,Low,tired,Negative,99,,style_prior_only,10,,Realism/0147207_VasilyVereshchagin-BeatingthefiancesofPenelopereturningUlysses.jpg,Realism_request-12439,"composition,color",False,track2_0331,public_duplicate,High,alarmed,Negative,1,tired->alarmed
0.906145,High,aroused,Positive,99,,style_prior_only,10,,Rococo/0111707_Charles-AndrevanLoo(CarlevanLoo)-StandingMan.jpg,Rococo_request-2296,"composition,color",False,track2_0332,public_duplicate,Low,calm,Positive,9,aroused->calm
0.943327,Low,calm,Positive,36,style_neighbor_review,same_series_style,11,,Ukiyo-e/0011083_KitagawaUtamaro-Oneoutofaseriesofsix.jpg,Ukiyo-e_request-20,"composition,color",True,track2_0333,public_duplicate,Low,calm,Positive,10,calm->calm
0.938786,Low,calm,Positive,99,,same_series_style,10,,China_images/GetImagepsjrUOvXavoxATEMfFrcHzSt.jpeg,China_images_request-3764,"composition,color",True,track2_0334,public_duplicate,Low,calm,Positive,10,calm->calm
0.863148,Low,content,Positive,99,,style_prior_only,10,,"Ukiyo-e/0126245_Hiroshige-116.SugatamiBridge,OmokageBridgeandJaribaatTakata.jpg",Ukiyo-e_request-609,"composition,color",True,track2_0335,public_duplicate,Low,calm,Positive,7,content->calm
0.907018,High,annoyed,Negative,99,,style_prior_only,10,,Ukiyo-e/95081_482147.jpg,Ukiyo-e_request-978,"composition,color",False,track2_0336,public_duplicate,Low,calm,Positive,8,annoyed->calm
0.932127,Low,calm,Positive,99,,same_series_style,10,,China_images/FS-5817_11.jpg,China_images_request-1186,"composition,color",True,track2_0337,public_duplicate,Low,calm,Positive,9,calm->calm
0.854107,Low,content,Positive,99,,style_prior_only,10,,Rococo/0109797_AlexanderRoslin-Ritrattodinobildonnaconcagnolinoestemma.jpg,Rococo_request-2255,"composition,color",True,track2_0338,public_duplicate,Low,calm,Positive,8,content->calm
0.905535,Low,calm,Positive,99,,style_prior_only,10,,China_images/FS-5374_01.jpg,China_images_request-948,"composition,color",True,track2_0339,public_duplicate,Low,content,Positive,3,calm->content
0.879002,Low,calm,Positive,99,,style_prior_only,10,,China_images/FS-7454_47.jpg,China_images_request-328,"composition,color",True,track2_0340,public_duplicate,Low,calm,Positive,7,calm->calm
0.920811,Low,calm,Positive,99,,style_prior_only,10,,Ink and wash painting/0066843_LiTang-SittingonRocksGazingattheMist.jpg,Ink and wash painting_request-194,"composition,color",True,track2_0341,public_duplicate,Low,calm,Positive,10,calm->calm
0.898457,Low,calm,Positive,99,,style_prior_only,10,,"Mannerism (Late Renaissance)/0143208_Francescode'Rossi(FrancescoSalviati),Cecchino-SeatedMaleNude.jpg",Mannerism (Late Renaissance)_request-1736,"composition,color",True,track2_0342,public_duplicate,Low,calm,Positive,8,calm->calm
0.927941,Low,calm,Positive,99,,style_prior_only,10,,China_images/GetImageVPqNHrxXizFltsuxytArNZHY.jpeg,China_images_request-4475,"composition,color",True,track2_0343,public_duplicate,Low,calm,Positive,10,calm->calm
0.915781,Low,calm,Positive,99,,style_prior_only,10,,China_images/GetImagecghNnsiCIGmcMAxQEsTRHnUv.jpeg,China_images_request-2202,"composition,color",True,track2_0344,public_duplicate,Low,calm,Positive,9,calm->calm
0.872567,Low,tired,Negative,99,,style_prior_only,10,,Academicism/0112156_RaimundodeMadrazo-QueenMariaCristinaofHabsburg-Lorraine.jpg,Academicism_request-2308,"composition,color",False,track2_0345,public_duplicate,Low,calm,Positive,10,tired->calm
0.892097,Low,calm,Positive,99,,style_prior_only,10,,Realism/0031492_WinslowHomer-PeachBlossoms.jpg,Realism_request-2264,"composition,color",True,track2_0346,public_duplicate,Low,calm,Positive,8,calm->calm
0.930908,Low,calm,Positive,99,,same_series_style,10,,China_images/FS-7325_25.jpg,China_images_request-1667,"composition,color",True,track2_0347,public_duplicate,Low,calm,Positive,7,calm->calm
0.919669,High,frustrated,Negative,99,,style_prior_only,10,,Tachisme/0017923_CharlesLapicque-LePardon.jpg,Tachisme_request-29,"composition,color",True,track2_0348,public_duplicate,High,frustrated,Negative,4,frustrated->frustrated
0.898108,Low,tired,Negative,99,,style_prior_only,10,,Realism/0180060_IlyaRepin-ChurchandbelltowerinChuguyev.jpg,Realism_request-15325,"composition,color",False,track2_0349,public_duplicate,Low,calm,Positive,9,tired->calm
0.890531,Low,calm,Positive,99,,style_prior_only,10,,Ukiyo-e/89946_448042.jpg,Ukiyo-e_request-1504,"composition,color",True,track2_0350,public_duplicate,Low,calm,Positive,9,calm->calm
0.894646,Low,content,Positive,99,,style_prior_only,10,,Ukiyo-e/110521_595723.jpg,Ukiyo-e_request-1632,"composition,color",False,track2_0351,public_duplicate,High,excited,Positive,1,content->excited
0.867552,Low,sad,Negative,99,,style_prior_only,10,,"Naturalism/0180821_HarrietBacker-Evening,Interior.jpg",Naturalism_request-728,"composition,color",False,track2_0352,public_duplicate,Low,calm,Positive,8,sad->calm
0.904836,Low,calm,Positive,99,,style_prior_only,10,,Early Renaissance/0112348_FraAngelico-TheStoryofSt.NicholasGivingDowrytoThreePoorGirls.jpg,Early Renaissance_request-579,"composition,color",False,track2_0353,public_duplicate,Low,sad,Negative,1,calm->sad
0.936501,Low,calm,Positive,99,,same_series_style,10,,China_images/GetImageaVMGkOHtIFXRYuohpvlhFXym.jpeg,China_images_request-2048,"composition,color",True,track2_0354,public_duplicate,Low,calm,Positive,9,calm->calm
0.92481,Low,content,Positive,99,,style_prior_only,10,,China_images/FS-7476_02.jpg,China_images_request-1223,"composition,color",True,track2_0355,public_duplicate,Low,calm,Positive,7,content->calm
0.858318,High,aroused,Positive,99,,style_prior_only,10,,Abstract Expressionism/0052747_MorrisLouis-CharredJournalFirewrittenV.jpg,Abstract Expressionism_request-984,"composition,color",True,track2_0356,public_duplicate,High,excited,Positive,7,aroused->excited
0.952102,Low,calm,Positive,21,same_work_or_series_review,same_series_style,12,,Ukiyo-e/0156095_Hiroshige-58(52)SuddenShoweroverShin-ŌhashibridgeandAtake.jpg,Ukiyo-e_request-746,"composition,color",True,track2_0357,public_duplicate,Low,calm,Positive,11,calm->calm
0.902123,Low,calm,Positive,99,,style_prior_only,10,,Ukiyo-e/110521_595723.jpg,Ukiyo-e_request-1632,"composition,color",False,track2_0358,public_duplicate,High,excited,Positive,3,calm->excited
0.93725,High,frustrated,Negative,99,,same_series_style,10,,Expressionism/0078735_MaxPechstein-WomandesiredbyMan.jpg,Expressionism_request-4287,"composition,color",True,track2_0359,public_duplicate,High,frustrated,Negative,5,frustrated->frustrated
0.905951,Low,calm,Positive,99,,style_prior_only,10,,Realism/0053099_HenriFantin-Latour-Pansies.jpg,Realism_request-4105,"composition,color",True,track2_0360,public_duplicate,Low,content,Positive,5,calm->content
0.917204,High,excited,Positive,99,,style_prior_only,10,,Ukiyo-e/89839_447388.jpg,Ukiyo-e_request-1487,"composition,color",False,track2_0361,public_duplicate,Low,calm,Positive,8,excited->calm
0.944477,Low,calm,Positive,20,style_neighbor_review,same_series_style,11,,China_images/GetImageigAfNvPYZOVZCcuOpmCDRuXe.jpeg,China_images_request-2866,"composition,color",True,track2_0362,public_duplicate,Low,calm,Positive,10,calm->calm
0.947524,Low,calm,Positive,15,style_neighbor_review,same_series_style,11,,China_images/FS-5124_02.jpg,China_images_request-785,"composition,color",True,track2_0363,public_duplicate,Low,calm,Positive,11,calm->calm
