all_sources,current_arousal,current_emotion,current_label_issue_count,current_valence,exact_duplicate,failed_transition_count,max_confidence,model_sources,model_support_score,model_vote_count,near_duplicate,proposed_arousal,proposed_emotion,proposed_valence,public_duplicate_support_score,public_style_support_score,rationale,same_arousal,same_valence,sample_id,support_score,transition,v19_decision,v19_reasons,v19_score
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.62182,"clip,dinov2,siglip2",1.646259,3,False,Low,calm,Positive,0.0,0.383184,,True,True,track2_0155,2.029443,content->calm,hold,official_failed_transition_penalty,1.459443
"dinov2,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.453597,"dinov2,siglip2",0.807538,2,False,High,alarmed,Negative,0.0,0.420263,,False,False,track2_0735,1.227801,calm->alarmed,hold,insufficient_row_support,1.457801
"dinov2,public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.428472,"dinov2,siglip2",0.865922,2,False,High,frustrated,Negative,0.0,0.348379,,True,True,track2_0364,1.214301,alarmed->frustrated,hold,insufficient_row_support,1.444301
"clip,dinov2",High,aroused,0,Positive,False,0,0.582785,"clip,dinov2",1.210802,2,False,Low,calm,Positive,0.0,0.0,,False,True,track2_0733,1.210802,aroused->calm,hold,insufficient_row_support,1.440802
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.493598,"clip,dinov2,siglip2",1.544706,3,False,Low,calm,Positive,0.0,0.457793,,True,True,track2_0483,2.002499,content->calm,hold,official_failed_transition_penalty,1.432499
"clip,dinov2,public_clean,public_inclusive",Low,sad,0,Negative,False,0,0.463123,"clip,dinov2",0.938387,2,False,Low,calm,Positive,0.0,0.257129,,True,False,track2_0275,1.195516,sad->calm,hold,insufficient_row_support,1.425516
"public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.583704,siglip2,0.607057,1,False,Low,sad,Negative,0.0,0.583704,,True,False,track2_0752,1.190761,calm->sad,hold,insufficient_row_support,1.420761
"clip,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.597918,"clip,siglip2",0.952406,2,False,Low,bored,Negative,0.0,0.234501,,True,False,track2_0414,1.186907,calm->bored,hold,insufficient_row_support,1.416907
"clip,dinov2",Low,sad,0,Negative,False,0,0.638893,"clip,dinov2",1.171869,2,False,Low,calm,Positive,0.0,0.0,,True,False,track2_0696,1.171869,sad->calm,hold,insufficient_row_support,1.401869
"clip,public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.412021,"clip,siglip2",0.876504,2,False,High,aroused,Positive,0.0,0.288495,,True,False,track2_0536,1.164999,alarmed->aroused,hold,insufficient_row_support,1.394999
"clip,gemini35,public_clean,siglip2",Low,content,0,Positive,False,20,0.85,"clip,gemini35,siglip2",1.743457,3,False,Low,calm,Positive,0.0,0.214284,"The serene expression of the woman and the soft, delicate charcoal shading evoke a sense of quiet, peaceful calm rather than active contentment.",True,True,track2_0539,1.957741,content->calm,hold,official_failed_transition_penalty,1.387741
"clip,gemini35,public_inclusive",Low,content,0,Positive,False,20,0.85,"clip,gemini35",1.559295,2,False,Low,calm,Positive,0.0,0.39329,"The delicate, precise lines and soft, harmonious colors of the traditional floral painting evoke a sense of quiet stillness and meditative tranquility, making 'calm' a more accurate description than 'content'.",True,True,track2_0493,1.952585,content->calm,hold,official_failed_transition_penalty,1.382585
"dinov2,public_inclusive,siglip2",High,annoyed,0,Negative,False,0,0.429702,"dinov2,siglip2",0.872712,2,False,High,aroused,Positive,0.0,0.27116,,True,False,track2_0907,1.143872,annoyed->aroused,hold,insufficient_row_support,1.373872
"dinov2,public_clean",High,frustrated,0,Negative,False,0,0.658113,dinov2,0.792973,1,False,High,happy,Positive,0.0,0.347866,,True,False,track2_0256,1.140839,frustrated->happy,hold,insufficient_row_support,1.370839
"clip,dinov2",Low,calm,0,Positive,False,0,0.677588,"clip,dinov2",1.140453,2,False,High,alarmed,Negative,0.0,0.0,,False,False,track2_0145,1.140453,calm->alarmed,hold,insufficient_row_support,1.370453
"dinov2,public_inclusive,siglip2",High,annoyed,0,Negative,False,0,0.395784,"dinov2,siglip2",0.744039,2,False,Low,calm,Positive,0.0,0.395784,,False,False,track2_0531,1.139823,annoyed->calm,hold,insufficient_row_support,1.369823
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.58909,"clip,dinov2,siglip2",1.533724,3,False,Low,calm,Positive,0.0,0.398665,,True,True,track2_0795,1.932389,content->calm,hold,official_failed_transition_penalty,1.362389
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.657103,"clip,siglip2",1.376456,2,False,Low,calm,Positive,0.0,0.554565,,True,True,track2_0417,1.931021,content->calm,hold,official_failed_transition_penalty,1.361021
"clip,dinov2,public_clean,public_inclusive",High,excited,0,Positive,False,0,0.41245,"clip,dinov2",0.838578,2,False,Low,calm,Positive,0.0,0.290307,,False,True,track2_0449,1.128885,excited->calm,hold,insufficient_row_support,1.358885
"clip,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.443495,"clip,siglip2",0.847517,2,False,Low,sad,Negative,0.0,0.272069,,True,False,track2_0386,1.119585,calm->sad,hold,insufficient_row_support,1.349585
"gemini35,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.85,"gemini35,siglip2",1.425516,2,False,Low,calm,Positive,0.0,0.480759,"The painting's depiction of a quiet, vast natural landscape with a gently flowing stream and distant mountains evokes a sense of peaceful stillness and tranquility, making 'calm' a more precise fit than 'content'.",True,True,track2_0952,1.906275,content->calm,hold,official_failed_transition_penalty,1.336275
"gemini35,public_clean",High,excited,0,Positive,False,0,0.8,gemini35,0.875,1,False,Low,content,Positive,0.0,0.23083,"The serene, stylized depiction of the figures with neutral facial expressions and the muted color palette evoke a sense of peaceful contentment rather than high-arousal excitement.",False,True,track2_0142,1.10583,excited->content,hold,insufficient_row_support,1.33583
"dinov2,public_clean,public_inclusive,siglip2",High,frustrated,0,Negative,False,0,0.39617,"dinov2,siglip2",0.812212,2,False,High,annoyed,Negative,0.0,0.29291,,True,True,track2_0896,1.105122,frustrated->annoyed,hold,insufficient_row_support,1.335122
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.619667,"clip,siglip2",1.356015,2,False,Low,calm,Positive,0.0,0.54721,,True,True,track2_0722,1.903225,content->calm,hold,official_failed_transition_penalty,1.333225
"gemini35,public_clean",Low,calm,0,Positive,False,0,0.85,gemini35,0.9375,1,False,High,annoyed,Negative,0.0,0.154563,"The furrowed brows, sharp sideways glances, and tense facial expressions of both figures convey a strong sense of dramatic tension and annoyance rather than calmness.",False,False,track2_0460,1.092063,calm->annoyed,hold,insufficient_row_support,1.322063
"clip,dinov2",Low,content,0,Positive,False,0,0.560077,"clip,dinov2",1.081496,2,False,Low,tired,Negative,0.0,0.0,,True,False,track2_0862,1.081496,content->tired,hold,insufficient_row_support,1.311496
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.609738,"clip,siglip2",1.340604,2,False,Low,calm,Positive,0.0,0.539108,,True,True,track2_0009,1.879712,content->calm,hold,official_failed_transition_penalty,1.309712
"gemini35,public_inclusive",High,aroused,0,Positive,False,0,0.8,gemini35,0.875,1,False,High,alarmed,Negative,0.0,0.20311,The fierce expression of the warrior and the ominous dragon claw emerging from dark clouds evoke a sense of dramatic tension and alarm rather than positive arousal.,True,False,track2_0733,1.07811,aroused->alarmed,hold,insufficient_row_support,1.30811
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.541949,"clip,dinov2,siglip2",1.420332,3,False,Low,calm,Positive,0.0,0.456969,,True,True,track2_0136,1.877301,content->calm,hold,official_failed_transition_penalty,1.307301
"clip,dinov2,public_clean,public_inclusive",High,aroused,0,Positive,False,0,0.388626,"clip,dinov2",0.743985,2,False,High,frustrated,Negative,0.0,0.331804,,True,False,track2_0598,1.075789,aroused->frustrated,hold,insufficient_row_support,1.305789
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,0,0.396059,"clip,siglip2",0.779672,2,False,High,annoyed,Negative,0.0,0.294835,,False,False,track2_0581,1.074507,content->annoyed,hold,insufficient_row_support,1.304507
"dinov2,public_clean,public_inclusive,siglip2",High,happy,0,Positive,False,0,0.445021,"dinov2,siglip2",0.803907,2,False,Low,content,Positive,0.0,0.267853,,False,True,track2_0011,1.07176,happy->content,hold,insufficient_row_support,1.30176
"dinov2,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,3,0.400515,"dinov2,siglip2",0.878054,2,False,Low,sad,Negative,0.0,0.311446,,True,True,track2_0857,1.1895,tired->sad,hold,insufficient_row_support,1.2995
"dinov2,public_clean,public_inclusive",High,aroused,0,Positive,False,0,0.667138,dinov2,0.79354,1,False,Low,bored,Negative,0.0,0.268404,,False,False,track2_0070,1.061945,aroused->bored,hold,insufficient_row_support,1.291945
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.627228,"clip,siglip2",1.326456,2,False,Low,calm,Positive,0.0,0.534737,,True,True,track2_0265,1.861193,content->calm,hold,official_failed_transition_penalty,1.291193
"clip,dinov2,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.481394,"clip,dinov2,siglip2",1.416901,3,False,Low,calm,Positive,0.0,0.441146,,True,True,track2_0617,1.858047,content->calm,hold,official_failed_transition_penalty,1.288047
"clip,gemini35,public_inclusive",Low,content,0,Positive,False,20,0.85,"clip,gemini35",1.416145,2,False,Low,calm,Positive,0.0,0.437155,"The delicate brushwork, balanced composition, and soft, muted colors of this traditional floral painting evoke a sense of meditative stillness and quiet tranquility, making 'calm' a more precise descriptor than 'content'.",True,True,track2_0893,1.8533,content->calm,hold,official_failed_transition_penalty,1.2833
"clip,public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.408087,"clip,siglip2",0.860289,2,False,High,annoyed,Negative,0.0,0.192918,,True,True,track2_0853,1.053207,alarmed->annoyed,hold,insufficient_row_support,1.283207
"public_clean,public_inclusive,siglip2",High,frustrated,0,Negative,False,0,0.576824,siglip2,0.696329,1,False,Low,bored,Negative,0.0,0.350916,,False,True,track2_0520,1.047245,frustrated->bored,hold,insufficient_row_support,1.277245
"clip,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,0,0.351748,"clip,siglip2",0.758239,2,False,Low,calm,Positive,0.0,0.28602,,True,False,track2_0349,1.044259,tired->calm,hold,insufficient_row_support,1.274259
"dinov2,public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.373869,"dinov2,siglip2",0.801584,2,False,Low,tired,Negative,0.0,0.238173,,False,True,track2_0963,1.039757,alarmed->tired,hold,insufficient_row_support,1.269757
"dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,0,0.414066,"dinov2,siglip2",0.76323,2,False,Low,tired,Negative,0.0,0.275052,,True,False,track2_0370,1.038282,content->tired,hold,insufficient_row_support,1.268282
"dinov2,public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.355368,"dinov2,siglip2",0.768038,2,False,High,frustrated,Negative,0.0,0.268224,,True,True,track2_0120,1.036262,alarmed->frustrated,hold,insufficient_row_support,1.266262
"clip,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.376933,"clip,siglip2",0.708332,2,False,Low,sad,Negative,0.0,0.324528,,True,False,track2_0881,1.03286,calm->sad,hold,insufficient_row_support,1.26286
"dinov2,public_clean,public_inclusive,siglip2",High,annoyed,0,Negative,False,0,0.459965,"dinov2,siglip2",0.779039,2,False,High,excited,Positive,0.0,0.253268,,True,False,track2_0205,1.032307,annoyed->excited,hold,insufficient_row_support,1.262307
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,0,0.386169,"clip,siglip2",0.738236,2,False,Low,sad,Negative,0.0,0.290063,,True,False,track2_0027,1.028299,content->sad,hold,insufficient_row_support,1.258299
"public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,0,0.494296,siglip2,0.530545,1,False,High,excited,Positive,0.0,0.494296,,False,True,track2_0770,1.024841,content->excited,hold,insufficient_row_support,1.254841
"clip,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.383182,"clip,siglip2",0.670846,2,False,High,excited,Positive,0.0,0.336104,,False,True,track2_0388,1.00695,calm->excited,hold,insufficient_row_support,1.23695
"clip,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.329586,"clip,siglip2",0.740614,2,False,High,excited,Positive,0.0,0.26226,,False,True,track2_0228,1.002873,calm->excited,hold,insufficient_row_support,1.232873
"clip,public_clean,public_inclusive,siglip2",High,annoyed,0,Negative,False,0,0.344943,"clip,siglip2",0.728933,2,False,Low,tired,Negative,0.0,0.272227,,False,True,track2_0491,1.00116,annoyed->tired,hold,insufficient_row_support,1.23116
"dinov2,public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.39043,"dinov2,siglip2",0.757574,2,False,High,frustrated,Negative,0.0,0.239017,,True,True,track2_0921,0.996591,alarmed->frustrated,hold,insufficient_row_support,1.226591
"clip,dinov2",High,alarmed,0,Negative,False,0,0.485649,"clip,dinov2",0.992717,2,False,High,excited,Positive,0.0,0.0,,True,False,track2_0132,0.992717,alarmed->excited,hold,insufficient_row_support,1.222717
"clip,public_clean,public_inclusive,siglip2",High,aroused,0,Positive,False,1,0.384455,"clip,siglip2",0.654409,2,False,High,excited,Positive,0.0,0.371,,True,True,track2_0356,1.025409,aroused->excited,hold,insufficient_row_support,1.215409
"clip,dinov2",High,annoyed,0,Negative,False,0,0.533509,"clip,dinov2",0.983872,2,False,Low,calm,Positive,0.0,0.0,,False,False,track2_0623,0.983872,annoyed->calm,hold,insufficient_row_support,1.213872
"public_clean,public_inclusive,siglip2",High,annoyed,0,Negative,False,0,0.475372,siglip2,0.520859,1,False,Low,calm,Positive,0.0,0.462156,,False,False,track2_0825,0.983015,annoyed->calm,hold,insufficient_row_support,1.213015
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.461788,"clip,dinov2,siglip2",1.337897,3,False,Low,calm,Positive,0.0,0.443913,,True,True,track2_0268,1.78181,content->calm,hold,official_failed_transition_penalty,1.21181
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.646543,"clip,siglip2",1.214776,2,False,Low,calm,Positive,0.0,0.564694,,True,True,track2_0085,1.77947,content->calm,hold,official_failed_transition_penalty,1.20947
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.594827,"clip,siglip2",1.248861,2,False,Low,calm,Positive,0.0,0.521544,,True,True,track2_0932,1.770405,content->calm,hold,official_failed_transition_penalty,1.200405
"clip,public_clean,public_inclusive,siglip2",High,frustrated,0,Negative,False,0,0.330112,"clip,siglip2",0.636319,2,False,Low,bored,Negative,0.0,0.330112,,False,True,track2_0839,0.966431,frustrated->bored,hold,insufficient_row_support,1.196431
"clip,dinov2,siglip2",High,alarmed,0,Negative,False,0,0.402533,"clip,dinov2,siglip2",0.964114,3,False,Low,calm,Positive,0.0,0.0,,False,False,track2_0999,0.964114,alarmed->calm,hold,insufficient_row_support,1.194114
"clip,public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.374582,"clip,siglip2",0.713266,2,False,High,frustrated,Negative,0.0,0.250184,,True,True,track2_0812,0.96345,alarmed->frustrated,hold,insufficient_row_support,1.19345
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.573155,"clip,siglip2",1.189664,2,False,Low,calm,Positive,0.0,0.573155,,True,True,track2_0926,1.762819,content->calm,hold,official_failed_transition_penalty,1.192819
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.563098,"clip,siglip2",1.215401,2,False,Low,calm,Positive,0.0,0.544812,,True,True,track2_0803,1.760213,content->calm,hold,official_failed_transition_penalty,1.190213
"clip,public_clean,public_inclusive",Low,content,0,Positive,False,0,0.469156,clip,0.540802,1,False,Low,tired,Negative,0.0,0.418531,,True,False,track2_0123,0.959333,content->tired,hold,insufficient_row_support,1.189333
"clip,dinov2",High,alarmed,0,Negative,False,0,0.628104,"clip,dinov2",0.959167,2,False,Low,sad,Negative,0.0,0.0,,False,True,track2_0480,0.959167,alarmed->sad,hold,insufficient_row_support,1.189167
"dinov2,public_inclusive,siglip2",Low,content,0,Positive,False,0,0.419205,"dinov2,siglip2",0.676602,2,False,High,excited,Positive,0.0,0.27884,,False,True,track2_0439,0.955442,content->excited,hold,insufficient_row_support,1.185442
"public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.479178,siglip2,0.518076,1,False,Low,calm,Positive,0.0,0.436285,,False,False,track2_0425,0.954361,alarmed->calm,hold,insufficient_row_support,1.184361
public_near_public_duplicate,High,frustrated,0,Negative,False,0,0.951928,,0.0,0,True,High,alarmed,Negative,0.951928,0.0,near_public_duplicate supports alarmed | near_public_duplicate supports alarmed,True,True,track2_0726,0.951928,frustrated->alarmed,hold,meets_v19_thresholds,1.181928
"clip,public_clean,public_inclusive,siglip2",High,frustrated,0,Negative,False,0,0.345402,"clip,siglip2",0.703142,2,False,Low,tired,Negative,0.0,0.246845,,False,True,track2_0251,0.949987,frustrated->tired,hold,insufficient_row_support,1.179987
"clip,dinov2",High,frustrated,0,Negative,False,0,0.419679,"clip,dinov2",0.947457,2,False,Low,tired,Negative,0.0,0.0,,False,True,track2_0440,0.947457,frustrated->tired,hold,insufficient_row_support,1.177457
"clip,public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.356263,"clip,siglip2",0.665798,2,False,High,frustrated,Negative,0.0,0.274462,,True,True,track2_0912,0.94026,alarmed->frustrated,hold,insufficient_row_support,1.17026
gemini35,Low,tired,0,Negative,False,0,0.85,gemini35,0.9375,1,False,Low,calm,Positive,0.0,0.0,"The peaceful solitude of the rustic mountain cabins and the majestic, quiet peaks under soft, diffused light evoke a sense of serene calmness rather than tiredness.",True,False,track2_0037,0.9375,tired->calm,hold,insufficient_row_support,1.1675
gemini35,High,annoyed,0,Negative,False,0,0.85,gemini35,0.9375,1,False,Low,calm,Positive,0.0,0.0,"The balanced composition, flowing organic curves, and quiet monochromatic pencil shading evoke a sense of peace and stability, making 'calm' a much more fitting description than 'annoyed'.",False,False,track2_0547,0.9375,annoyed->calm,hold,insufficient_row_support,1.1675
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.543763,"clip,dinov2,siglip2",1.435897,3,False,Low,calm,Positive,0.0,0.298382,,True,True,track2_0908,1.734279,content->calm,hold,official_failed_transition_penalty,1.164279
"dinov2,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.312804,"dinov2,siglip2",0.620988,2,False,High,excited,Positive,0.0,0.303497,,False,True,track2_0506,0.924485,calm->excited,hold,insufficient_row_support,1.154485
"clip,dinov2,public_clean,public_inclusive",Low,calm,0,Positive,False,0,0.332934,"clip,dinov2",0.683381,2,False,High,frustrated,Negative,0.0,0.236417,,False,False,track2_0783,0.919798,calm->frustrated,hold,insufficient_row_support,1.149798
"clip,dinov2",High,annoyed,0,Negative,False,0,0.557645,"clip,dinov2",0.912117,2,False,Low,calm,Positive,0.0,0.0,,False,False,track2_0573,0.912117,annoyed->calm,hold,insufficient_row_support,1.142117
"clip,siglip2",Low,calm,0,Positive,False,0,0.525281,"clip,siglip2",0.909522,2,False,High,alarmed,Negative,0.0,0.0,,False,False,track2_0459,0.909522,calm->alarmed,hold,insufficient_row_support,1.139522
"clip,public_clean,public_inclusive,siglip2",High,annoyed,0,Negative,False,0,0.3878,"clip,siglip2",0.702441,2,False,High,excited,Positive,0.0,0.206348,,True,False,track2_0789,0.908788,annoyed->excited,hold,insufficient_row_support,1.138788
"dinov2,public_clean,public_inclusive,siglip2",High,frustrated,0,Negative,False,0,0.29615,"dinov2,siglip2",0.636714,2,False,Low,calm,Positive,0.0,0.266494,,False,False,track2_0096,0.903208,frustrated->calm,hold,insufficient_row_support,1.133208
"clip,dinov2,public_clean,public_inclusive",Low,calm,0,Positive,False,0,0.411987,"clip,dinov2",0.689607,2,False,Low,bored,Negative,0.0,0.211356,,True,False,track2_0315,0.900962,calm->bored,hold,insufficient_row_support,1.130962
"clip,public_clean,public_inclusive,siglip2",High,frustrated,0,Negative,False,0,0.319453,"clip,siglip2",0.62487,2,False,High,annoyed,Negative,0.0,0.269202,,True,True,track2_0981,0.894073,frustrated->annoyed,hold,insufficient_row_support,1.124073
"clip,dinov2,siglip2",Low,content,0,Positive,False,20,0.546333,"clip,dinov2,siglip2",1.687261,3,False,Low,calm,Positive,0.0,0.0,,True,True,track2_0562,1.687261,content->calm,hold,insufficient_row_support;official_failed_transition_penalty,1.117261
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.499861,"clip,dinov2,siglip2",1.372959,3,False,Low,calm,Positive,0.0,0.310378,,True,True,track2_0593,1.683337,content->calm,hold,insufficient_row_support;official_failed_transition_penalty,1.113337
"clip,dinov2,siglip2",Low,content,0,Positive,False,20,0.552119,"clip,dinov2,siglip2",1.680431,3,False,Low,calm,Positive,0.0,0.0,,True,True,track2_0748,1.680431,content->calm,hold,insufficient_row_support;official_failed_transition_penalty,1.110431
"public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,0,0.472692,siglip2,0.528777,1,False,High,annoyed,Negative,0.0,0.351415,,False,False,track2_0532,0.880192,content->annoyed,hold,insufficient_row_support,1.110192
"public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.445983,siglip2,0.526388,1,False,High,annoyed,Negative,0.0,0.353199,,True,True,track2_0380,0.879587,alarmed->annoyed,hold,insufficient_row_support,1.109587
gemini35,Low,tired,0,Negative,False,0,0.8,gemini35,0.875,1,False,Low,calm,Positive,0.0,0.0,"The antique, sepia-toned landscape and serene classical figures evoke a peaceful, quiet atmosphere best described as calm rather than tired.",True,False,track2_0884,0.875,tired->calm,hold,insufficient_row_support,1.105
"dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,0,0.331117,"dinov2,siglip2",0.633126,2,False,High,excited,Positive,0.0,0.237616,,False,True,track2_0816,0.870742,content->excited,hold,insufficient_row_support,1.100742
"clip,gemini35,public_inclusive",Low,content,0,Positive,False,20,0.85,"clip,gemini35",1.450749,2,False,Low,calm,Positive,0.0,0.219179,"The harmonious composition, balanced natural elements, and gentle depiction of travelers on their journey evoke a sense of serene tranquility and calm.",True,True,track2_0813,1.669928,content->calm,hold,insufficient_row_support;official_failed_transition_penalty,1.099928
dinov2,Low,calm,0,Positive,False,0,0.709779,dinov2,0.855259,1,False,Low,bored,Negative,0.0,0.0,,True,False,track2_0953,0.855259,calm->bored,hold,insufficient_row_support,1.085259
dinov2,Low,calm,0,Positive,False,0,0.703688,dinov2,0.848163,1,False,Low,bored,Negative,0.0,0.0,,True,False,track2_0371,0.848163,calm->bored,hold,insufficient_row_support,1.078163
"clip,dinov2,siglip2",Low,sad,0,Negative,False,0,0.277661,"clip,dinov2,siglip2",0.847501,3,False,High,frustrated,Negative,0.0,0.0,,False,True,track2_0545,0.847501,sad->frustrated,hold,insufficient_row_support,1.077501
"public_clean,public_inclusive,siglip2",Low,sad,0,Negative,False,0,0.451472,siglip2,0.499797,1,False,Low,calm,Positive,0.0,0.345725,,True,False,track2_0717,0.845522,sad->calm,hold,insufficient_row_support,1.075522
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,0,0.292329,"clip,siglip2",0.565766,2,False,High,excited,Positive,0.0,0.277145,,False,True,track2_0820,0.842911,content->excited,hold,insufficient_row_support,1.072911
"clip,public_clean,public_inclusive,siglip2",Low,bored,0,Negative,False,0,0.359904,"clip,siglip2",0.5997,2,False,Low,tired,Negative,0.0,0.238482,,True,True,track2_0231,0.838182,bored->tired,hold,insufficient_row_support,1.068182
"clip,dinov2",High,annoyed,0,Negative,False,0,0.43263,"clip,dinov2",0.836433,2,False,Low,calm,Positive,0.0,0.0,,False,False,track2_0801,0.836433,annoyed->calm,hold,insufficient_row_support,1.066433
"clip,dinov2,public_clean,public_inclusive",High,annoyed,0,Negative,False,0,0.316594,"clip,dinov2",0.616727,2,False,Low,bored,Negative,0.0,0.218082,,False,True,track2_0418,0.834809,annoyed->bored,hold,insufficient_row_support,1.064809
"clip,dinov2",Low,sad,0,Negative,False,0,0.515983,"clip,dinov2",0.831671,2,False,Low,calm,Positive,0.0,0.0,,True,False,track2_0435,0.831671,sad->calm,hold,insufficient_row_support,1.061671
"clip,dinov2,public_clean,public_inclusive",Low,tired,0,Negative,False,3,0.352789,"clip,dinov2",0.695081,2,False,Low,sad,Negative,0.0,0.255913,,True,True,track2_0596,0.950994,tired->sad,hold,insufficient_row_support,1.060994
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.412757,"clip,dinov2,siglip2",1.238393,3,False,Low,calm,Positive,0.0,0.390383,,True,True,track2_0741,1.628775,content->calm,hold,insufficient_row_support;official_failed_transition_penalty,1.058775
"public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.43682,siglip2,0.520087,1,False,Low,sad,Negative,0.0,0.303654,,False,True,track2_0878,0.82374,alarmed->sad,hold,insufficient_row_support,1.05374
dinov2,Low,content,0,Positive,False,0,0.671506,dinov2,0.819263,1,False,High,aroused,Positive,0.0,0.0,,False,True,track2_0123,0.819263,content->aroused,hold,insufficient_row_support,1.049263
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.578992,"clip,siglip2",1.082122,2,False,Low,calm,Positive,0.0,0.535846,,True,True,track2_0668,1.617968,content->calm,hold,insufficient_row_support;official_failed_transition_penalty,1.047968
"public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.415755,siglip2,0.477096,1,False,Low,bored,Negative,0.0,0.33698,,True,False,track2_0802,0.814076,calm->bored,hold,insufficient_row_support,1.044076
"public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,0,0.431854,siglip2,0.489695,1,False,Low,bored,Negative,0.0,0.323643,,True,False,track2_0782,0.813338,content->bored,hold,insufficient_row_support,1.043338
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.527549,"clip,siglip2",1.105031,2,False,Low,calm,Positive,0.0,0.503704,,True,True,track2_0134,1.608735,content->calm,hold,insufficient_row_support;official_failed_transition_penalty,1.038735
"public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.439768,siglip2,0.513374,1,False,Low,glad,Positive,0.0,0.290397,,False,False,track2_0649,0.803771,alarmed->glad,hold,insufficient_row_support,1.033771
dinov2,Low,calm,0,Positive,False,0,0.664748,dinov2,0.802903,1,False,High,happy,Positive,0.0,0.0,,False,True,track2_0357,0.802903,calm->happy,hold,insufficient_row_support,1.032903
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,0,0.27793,"clip,siglip2",0.561191,2,False,High,annoyed,Negative,0.0,0.236505,,False,False,track2_0379,0.797696,content->annoyed,hold,insufficient_row_support,1.027696
"clip,dinov2",Low,sad,0,Negative,False,0,0.461171,"clip,dinov2",0.796623,2,False,Low,calm,Positive,0.0,0.0,,True,False,track2_0325,0.796623,sad->calm,hold,insufficient_row_support,1.026623
"clip,dinov2,public_clean,public_inclusive",Low,calm,0,Positive,False,0,0.301288,"clip,dinov2",0.562599,2,False,High,frustrated,Negative,0.0,0.233965,,False,False,track2_0713,0.796564,calm->frustrated,hold,insufficient_row_support,1.026564
