sample_id,family_id,hard_constraints,style_freedom,composition_hints,medium_options,aspect_hints,candidate_strategies,caption
track1_0808,generic_artwork,caption_content | requested_text_policy | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e woodblock print of a blue fish suspended above a dark crab with raised claws, accompanied by trailing vine leaves and Japanese calligraphy on a muted beige and blue background."
track1_0069,generic_artwork,caption_content | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A serene Early Renaissance painting of a seated mother in a dark cloak holding a nearly nude child, set before lush trees, distant hills, a river, and a soft blue sky with delicate linear detail and a muted natural palette."
track1_0097,generic_artwork,caption_content | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"High Renaissance painting of a nearly nude bound male figure standing before a stone column, surrounded by men holding rods and spears beneath arched architecture, with muted colors, dramatic light and shadow, and a solemn tense atmosphere."
track1_0146,generic_artwork,caption_content | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A High Renaissance devotional scene of a seated Madonna holding the infant Christ, flanked by saintly figures beneath classical arches with small angels, distant landscape, rich blue and red drapery, and delicate light and shadow."
track1_0226,generic_artwork,caption_content | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Baroque pastoral scene with a seated woman in pink and white drapery holding a staff, a child beside her, two figures leaning over a stone wall, a dog and a white swan near dark water, rendered with dramatic chiaroscuro and warm earthy tones."
track1_0282,generic_artwork,caption_content | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Mannerism (Late Renaissance) painting of a seated haloed woman holding a nude child and a cluster of grapes, set before a detailed rocky landscape with a village, river valley, tall tree, and dramatic clouded sky."
track1_0378,generic_artwork,caption_content | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Baroque scene of a kneeling friar in a brown robe holding a crucifix amid rocks, foliage, a skull, and a stormy sky, with dramatic chiaroscuro lighting and a solemn mood."
track1_0475,generic_artwork,caption_content | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"An Early Renaissance devotional interior with a kneeling robed figure holding a staff before a haloed figure reading from an open book at a wooden lectern, set within a richly detailed chamber of timber beams, tiled floor, muted colors, and gilded accents."
track1_0558,generic_artwork,caption_content | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e portrait of a standing warrior or kabuki actor beneath a pine tree, holding a parasol and sword, with fine linework, muted colors, and an aged paper texture."
track1_0568,generic_artwork,caption_content | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"An Early Renaissance devotional scene of a robed mother holding an infant within an ornate Gothic architectural niche, framed by pale stone tracery, small statues, a blue-and-gold brocade backdrop, and a solemn red mantle."
track1_0751,generic_artwork,caption_content | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"An Early Renaissance devotional portrait of a robed woman holding a nude infant, set before an ornate patterned textile and a small window landscape, with rich red and green drapery, fine linear detail, and warm subdued lighting."
track1_0765,generic_artwork,caption_content | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Baroque nocturnal scene of witches gathered around a glowing cauldron in a dark forest, with a flying skeleton holding an hourglass above them, dramatic chiaroscuro, warm firelight, and a mysterious atmosphere."
track1_0936,generic_artwork,caption_content | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Baroque circular scene of a wild-haired witch holding a broom beside a large owl, skulls, and dead creatures in a rocky landscape, with dramatic light and shadow and a tense, mysterious atmosphere."
track1_0941,generic_artwork,caption_content | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e scene of elegantly dressed figures on a rocky shoreline beside calm water, with one seated holding a pipe, another carrying a long fishing rod, and a standing woman in a wide hat against distant mountains and muted, delicate linework."
track1_0974,generic_artwork,caption_content | relation_logic,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"An Early Renaissance devotional panel of a veiled woman in a red cloak holding a nude infant beneath an arched opening, with a distant green landscape, ornate gilded frame, fine linear detailing, and a solemn sacred atmosphere."
track1_0570,scroll_album_paper_support,caption_content | support_surface_required,preserve_support_aspect | medium_texture_variation_allowed | viewpoint_variation_allowed,visible paper support | folds or ruled grid | album or scroll framing,scroll_or_album_paper_support | painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""vertical_scroll"", ""prompt_directive"": ""Use a tall vertical scroll canvas with visible mounting/support; avoid cropping to only the inner painting."", ""reason"": """", ""source"": ""rule"", ""width"": 682}]",aas_safe | reference_style | fid_diverse,"A Gongbi-style vertical scroll with delicate ink linework on warm brown silk, featuring flowering branches, bamboo, rugged rocks, small birds, and deer resting near a quiet water bank in a serene natural scene."
track1_0021,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of two fan-shaped landscape compositions on a pale mounting sheet, with misty mountains, clustered trees, small riverside details, calligraphy inscriptions, and delicate sepia-toned brushwork."
track1_0105,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of a serene mountainous river landscape with calligraphy and red seals, featuring misty hills, trees, small boats, bridges, and riverside pavilions in delicate monochrome brushwork."
track1_0112,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Gongbi painting of blooming chrysanthemums in pink, white, and orange on a pale silk-like background, with fine detailed brushwork, delicate leaves, and a vertical calligraphy inscription."
track1_0132,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Ukiyo-e scene of boatmen navigating small wooden boats beneath tall bridge supports, with blue water, a red lantern, distant Mount Fuji, and delicate calligraphy in a calm, flat-color composition."
track1_0135,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of a serene vertical mountain landscape with misty peaks, sparse trees, small riverside huts and boats, delicate brushwork, calligraphy, and red seal marks on aged paper."
track1_0144,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Gongbi painting of robed figures beneath a large leafy tree, with a red-clad central figure, attendants, and two small warriors amid swirling cloud-like forms, rendered with fine ink lines, muted colors, calligraphy, and seals."
track1_0155,scroll_album_paper_support,caption_content | support_surface_required | requested_text_policy,preserve_support_aspect | medium_texture_variation_allowed | viewpoint_variation_allowed,visible paper support | folds or ruled grid | album or scroll framing,scroll_or_album_paper_support | painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 768, ""label"": ""album_spread"", ""prompt_directive"": ""Use a landscape album-spread canvas; keep the page structure visible and front-facing."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of an open album page with elegant Chinese calligraphy, red seals, and a small muted landscape scene of trees, rocks, and misty mountains on aged paper."
track1_0156,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of a fan-shaped monochrome landscape with soft gray brushwork, bamboo groves, distant hills, a quiet riverside path, small figures, and calligraphy on warm beige paper."
track1_0173,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of two fan-shaped landscape studies on beige paper, featuring delicate sepia brushwork with bamboo, trees, distant mountains, riverside scenery, and small calligraphy inscriptions."
track1_0268,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of a serene mountain landscape with a wide river, a small boat, clustered trees in the foreground, soft brushwork, muted tones, and red seal marks."
track1_0300,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of a serene misty landscape with dense trees, a small pavilion by a bridge, winding water, distant hills, soft monochrome brushwork, and red seal marks."
track1_0311,scroll_album_paper_support,caption_content | support_surface_required | requested_text_policy,preserve_support_aspect | medium_texture_variation_allowed | viewpoint_variation_allowed,visible paper support | folds or ruled grid | album or scroll framing,scroll_or_album_paper_support | painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 768, ""label"": ""album_spread"", ""prompt_directive"": ""Use a landscape album-spread canvas; keep the page structure visible and front-facing."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of a classical Chinese album spread with elegant calligraphy beside a muted garden scene, featuring a scholar inside a pavilion, trees, rocks, and delicate brushwork on aged paper."
track1_0317,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of a misty rocky landscape with vertical Chinese calligraphy, textured black brushwork, muted gray washes, and soft accents of blue, purple, and ochre."
track1_0405,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e scene of elegantly dressed figures in a traditional Japanese room arranging garments and objects, with sliding screens, calligraphy panels, muted colors, fine linework, and a distant mountain view."
track1_0430,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of a serene mountainous riverside landscape with misty peaks, clustered trees, a small sailboat, a pavilion complex, and calligraphy in the upper left, rendered in soft monochrome brushwork."
track1_0434,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of a serene mountainous landscape with layered rocky ridges, dense trees, misty distant peaks, muted sepia tones, fine brushwork, and calligraphy inscription above."
track1_0436,scroll_album_paper_support,caption_content | support_surface_required | requested_text_policy,preserve_support_aspect | medium_texture_variation_allowed | viewpoint_variation_allowed,visible paper support | folds or ruled grid | album or scroll framing,scroll_or_album_paper_support | painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of a quiet rocky riverside landscape with dense trees, distant misty mountains, small figures near the water, delicate brushwork, muted brown tones, and red seal stamps on an album page."
track1_0442,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Gongbi-style vertical Chinese landscape with delicate linework and muted colors, showing scholars and children gathered among trees, rocks, a thatched pavilion, distant misty mountains, and calligraphy seals in a serene garden setting."
track1_0445,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of a fan-shaped mountainous landscape with rocky peaks, sparse trees, misty valleys, a calligraphy inscription, warm sepia tones, and delicate brushwork."
track1_0484,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of two fan-shaped landscape compositions with delicate brushwork, muted beige tones, mountains, trees, small houses, and calligraphy on a plain background."
track1_0505,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Gongbi painting of a rugged garden rock with delicate pink, purple, white, and blue flowers, fine linework, muted colors, and a calligraphic inscription with red seals on a warm tan background."
track1_0523,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e style circular composition of a busy river harbor with boats, a large moored vessel in the foreground, distant waterfront buildings, muted colors, fine linework, and Japanese calligraphy on a dark background."
track1_0537,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of a serene mountainous landscape with towering rocky cliffs, mist-filled valleys, sparse trees, a small pavilion near the foreground, delicate brushwork, and traditional calligraphy in the upper left."
track1_0553,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of two delicate fan-shaped landscape scenes on aged paper, with misty mountains, sparse trees, small rural structures, calligraphic inscriptions, and fine monochrome brushwork."
track1_0557,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Gongbi style vertical painting of a patterned ceramic vase filled with pink, purple, and red flowers, delicate leaves, and tall grasses, with fine linework, soft muted colors, calligraphy, and red seals on an aged paper background."
track1_0594,generic_artwork,caption_content | requested_text_policy,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of a quiet garden scene with bamboo, shrubs, rocks, vertical calligraphy, and a small red seal, rendered in muted monochrome washes and loose brushstrokes."
