cross_quadrant_risk,current_arousal,current_emotion,current_valence,evidence_score,gemini35_fit_margin,gemini35_objection,gemini35_prefers_proposed,hard96_net_gain,hard96_net_loss,human_confirmed,malformed,malformed_reasons,proposed_arousal,proposed_emotion,proposed_valence,public_reference_contradiction,public_reference_support,same_quadrant,sample_id,supporting_families,supporting_family_count,supporting_source_count,supporting_sources,transition,vulca_objection
False,Low,content,Positive,3.0,0.0,False,False,0,0,False,False,,Low,calm,Positive,False,False,True,track2_0941,model,1,1,ensemble,content->calm,False
False,Low,content,Positive,3.0,0.0,False,False,0,0,False,False,,Low,calm,Positive,False,False,True,track2_0942,model,1,1,ensemble,content->calm,False
False,Low,content,Positive,3.0,0.0,False,False,0,0,False,False,,Low,calm,Positive,False,False,True,track2_0996,model,1,1,ensemble,content->calm,False
True,Low,calm,Positive,3.0,0.0,False,False,0,0,False,False,,Low,tired,Negative,False,False,False,track2_0299,model;selective,2,5,balanced;dinov2;ensemble;selective_v2;siglip2,calm->tired,False
True,High,aroused,Positive,3.0,0.0,False,False,0,0,False,False,,Low,calm,Positive,False,False,False,track2_0873,label_rubric;public_reference;teacher,3,4,label_auto;public_ref_auto;teacher_rescue;teacher_top120,aroused->calm,False
True,Low,calm,Positive,1.0,0.0,False,False,0,0,False,False,,Low,tired,Negative,False,False,False,track2_0452,public_reference;selective,2,3,balanced;public_ref_auto;selective_v2,calm->tired,False
True,Low,calm,Positive,1.0,0.0,False,False,0,0,False,False,,Low,sad,Negative,False,False,False,track2_0605,public_reference;selective,2,3,balanced;public_ref_auto;selective_v2,calm->sad,False
True,Low,calm,Positive,1.0,0.0,False,False,0,0,False,False,,Low,tired,Negative,False,False,False,track2_0772,public_reference;selective,2,3,balanced;public_ref_auto;selective_v2,calm->tired,False
True,High,alarmed,Negative,0.0,0.0,False,False,0,0,False,False,,Low,sad,Negative,False,False,False,track2_0030,model,1,3,dinov2;ensemble;siglip2,alarmed->sad,False
True,Low,tired,Negative,0.0,0.0,False,False,0,0,False,False,,Low,calm,Positive,False,False,False,track2_0056,model,1,3,dinov2;ensemble;siglip2,tired->calm,False
True,High,frustrated,Negative,0.0,0.0,False,False,0,0,False,False,,Low,sad,Negative,False,False,False,track2_0245,model,1,3,dinov2;ensemble;siglip2,frustrated->sad,False
True,Low,bored,Negative,0.0,0.0,False,False,0,0,False,False,,Low,calm,Positive,False,False,False,track2_0273,model,1,3,dinov2;ensemble;siglip2,bored->calm,False
True,High,aroused,Positive,0.0,0.0,False,False,0,0,False,False,,Low,calm,Positive,False,False,False,track2_0279,model,1,3,dinov2;ensemble;siglip2,aroused->calm,False
True,Low,calm,Positive,0.0,0.0,True,False,0,0,False,False,,High,frustrated,Negative,False,False,False,track2_0357,label_rubric;model;selective,3,6,balanced;dinov2;ensemble;label_selective;selective_v2;siglip2,calm->frustrated,False
True,High,alarmed,Negative,0.0,0.0,False,False,0,0,False,False,,Low,sad,Negative,False,False,False,track2_0480,model,1,3,dinov2;ensemble;siglip2,alarmed->sad,False
True,Low,tired,Negative,0.0,0.0,False,False,0,0,False,False,,Low,calm,Positive,False,False,False,track2_0505,model,1,3,dinov2;ensemble;siglip2,tired->calm,False
True,High,aroused,Positive,0.0,0.0,False,False,0,0,False,False,,High,alarmed,Negative,False,False,False,track2_0523,model,1,3,dinov2;ensemble;siglip2,aroused->alarmed,False
True,Low,bored,Negative,0.0,0.0,False,False,0,0,False,False,,Low,calm,Positive,False,False,False,track2_0563,model,1,3,dinov2;ensemble;siglip2,bored->calm,False
True,Low,sad,Negative,0.0,0.0,False,False,0,0,False,False,,Low,calm,Positive,False,False,False,track2_0618,model,1,3,dinov2;ensemble;siglip2,sad->calm,False
True,Low,bored,Negative,0.0,0.0,False,False,0,0,False,False,,Low,calm,Positive,False,False,False,track2_0632,model,1,3,dinov2;ensemble;siglip2,bored->calm,False
True,High,annoyed,Negative,0.0,0.0,False,False,0,0,False,False,,Low,calm,Positive,False,False,False,track2_0670,model,1,3,dinov2;ensemble;siglip2,annoyed->calm,False
True,Low,bored,Negative,0.0,0.0,False,False,0,0,False,False,,Low,calm,Positive,False,False,False,track2_0697,model,1,3,dinov2;ensemble;siglip2,bored->calm,False
True,Low,bored,Negative,0.0,0.0,False,False,0,0,False,False,,Low,calm,Positive,False,False,False,track2_0705,model,1,3,dinov2;ensemble;siglip2,bored->calm,False
True,Low,content,Positive,0.0,0.0,False,False,0,0,False,False,,High,excited,Positive,False,False,False,track2_0770,model,1,3,dinov2;ensemble;siglip2,content->excited,False
True,Low,bored,Negative,0.0,0.0,False,False,0,0,False,False,,Low,calm,Positive,False,False,False,track2_0919,model,1,3,dinov2;ensemble;siglip2,bored->calm,False
True,High,happy,Positive,0.0,0.0,False,False,0,0,False,False,,Low,calm,Positive,False,False,False,track2_0974,model,1,3,dinov2;ensemble;siglip2,happy->calm,False
False,Low,content,Positive,-1.0,0.0,True,False,0,0,False,False,,Low,glad,Positive,False,False,True,track2_0308,teacher,1,2,teacher_rescue;teacher_top120,content->glad,False
True,Low,calm,Positive,-1.0,0.0,False,False,0,0,False,False,,Low,tired,Negative,False,False,False,track2_0097,selective,1,2,balanced;selective_v2,calm->tired,False
True,Low,calm,Positive,-1.0,0.0,False,False,0,0,False,False,,Low,tired,Negative,False,False,False,track2_0326,selective,1,2,balanced;selective_v2,calm->tired,False
True,Low,calm,Positive,-1.0,0.0,False,False,0,0,False,False,,Low,sad,Negative,False,False,False,track2_0655,selective,1,2,balanced;selective_v2,calm->sad,False
True,Low,content,Positive,-1.0,0.0,False,False,0,0,False,False,,High,excited,Positive,False,False,False,track2_0779,model,1,2,dinov2;ensemble,content->excited,False
True,Low,content,Positive,-2.0,0.0,False,False,0,0,False,False,,High,excited,Positive,False,False,False,track2_0382,model,1,1,ensemble,content->excited,False
True,Low,content,Positive,-2.0,0.0,False,False,0,0,False,False,,High,excited,Positive,False,False,False,track2_0998,model,1,1,ensemble,content->excited,False
True,High,annoyed,Negative,-5.0,0.0,True,False,0,0,False,False,,Low,calm,Positive,False,False,False,track2_0441,model,1,3,dinov2;ensemble;siglip2,annoyed->calm,False
True,Low,calm,Positive,-5.0,0.0,True,False,0,0,False,False,,Low,sad,Negative,False,False,False,track2_0591,model,1,3,dinov2;ensemble;siglip2,calm->sad,False
True,High,alarmed,Negative,-5.0,0.0,True,False,0,0,False,False,,Low,sad,Negative,False,False,False,track2_0666,model,1,3,dinov2;ensemble;siglip2,alarmed->sad,False
True,High,aroused,Positive,-5.0,0.0,True,False,0,0,False,False,,Low,calm,Positive,False,False,False,track2_0733,model,1,3,dinov2;ensemble;siglip2,aroused->calm,False
