sample_id,in_b80,in_b120,in_b160,source,tier,priority,score,caption,v3_image,candidate_image
track1_0145,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0145.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0145.jpg
track1_0193,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0193.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0193.jpg
track1_0196,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0196.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0196.jpg
track1_0235,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0235.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0235.jpg
track1_0251,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0251.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0251.jpg
track1_0381,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0381.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0381.jpg
track1_0397,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0397.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0397.jpg
track1_0428,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0428.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0428.jpg
track1_0468,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0468.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0468.jpg
track1_0497,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0497.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0497.jpg
track1_0543,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0543.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0543.jpg
track1_0686,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0686.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0686.jpg
track1_0694,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0694.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0694.jpg
track1_0695,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0695.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0695.jpg
track1_0696,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0696.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0696.jpg
track1_0699,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0699.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0699.jpg
track1_0708,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0708.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0708.jpg
track1_0709,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0709.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0709.jpg
track1_0732,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0732.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0732.jpg
track1_0769,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0769.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0769.jpg
track1_0049,False,True,True,v4_distribution_review_queue,high_delta_review,60000,0.0676,"A Socialist Realism propaganda poster with bold flat colors and sharp graphic lines portrays a Soviet soldier with a rifle and bayonet confronting a swastika-marked fascist figure across a map of northern and southern seas, creating a tense wartime composition.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0049.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0049.jpg
track1_0221,False,True,True,v4_distribution_review_queue,high_delta_review,60000,0.0755,A Baroque monochrome etching of a seated nude figure with loose expressive cross-hatching and stark light-shadow contrast on aged paper.,submissions/track1_candidate_v3_gate7_20260606/images/track1_0221.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0221.jpg
track1_0401,False,True,True,v4_distribution_review_queue,high_delta_review,60000,0.0609,"Ukiyo-e scene of an elderly seated man and a standing woman in patterned robes inside a tatami room with shoji screens, calligraphy above, delicate linework, and muted earthy colors.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0401.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0401.jpg
track1_0483,False,True,True,v4_distribution_review_queue,high_delta_review,60000,0.0576,"Ukiyo-e style illustration of two fish, a large pink-red fish beneath a smaller dark mottled fish, with delicate linework, flat muted colors, and calligraphic inscriptions on a pale background.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0483.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0483.jpg
track1_0499,False,True,True,v4_distribution_review_queue,high_delta_review,60000,0.1049,"Abstract minimalist composition with a dark blue-black monochrome field, subtle tonal gradients, and a thin shadowed frame creating a calm, mysterious atmosphere.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0499.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0499.jpg
track1_0609,False,True,True,v4_distribution_review_queue,high_delta_review,60000,0.0734,"Ukiyo-e scene of two kimono-clad women standing beneath a blossoming tree with distant mountains, delicate linework, muted earthy colors, and a calm atmosphere.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0609.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0609.jpg
track1_0630,False,True,True,v4_distribution_review_queue,high_delta_review,60000,0.0646,"A whimsical Ukiyo-e scene with a large cat looming above lively koi fish in pale blue water, using flat colors, delicate outlines, and playful composition.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0630.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0630.jpg
track1_0725,False,True,True,v4_distribution_review_queue,high_delta_review,60000,0.0738,"Ukiyo-e scene of three women in patterned kimonos beneath drooping willow branches, with muted colors, delicate linework, and a calm outdoor setting.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0725.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0725.jpg
track1_0740,False,True,True,v4_distribution_review_queue,high_delta_review,60000,0.0568,"A Gongbi painting of robed figures gathered in a dim interior, rendered with fine controlled linework, muted earth tones, and a solemn, aged atmosphere.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0740.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0740.jpg
track1_0790,False,True,True,v4_distribution_review_queue,high_delta_review,60000,0.084,"Ukiyo-e scene of travelers on a windy shoreline struggling with yellow umbrellas and scattered belongings, with waves, distant mountains, birds, fine linework, muted colors, and a vertical calligraphy panel.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0790.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0790.jpg
track1_0839,False,True,True,v4_distribution_review_queue,high_delta_review,60000,0.058,"Abstract geometric composition of intersecting black lines forming rectangles and triangles, with yellow blocks, blue diagonal hatching, gray striped areas, and visible colored-pencil texture on an off-white background.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0839.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0839.jpg
track1_0899,False,True,True,v4_distribution_review_queue,high_delta_review,60000,0.0572,"Ukiyo-e scene of samurai warriors carrying spears through a snowy mountain pass among snow-laden pine trees, with crisp linework, muted winter colors, and a calm yet solemn atmosphere.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0899.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0899.jpg
track1_0911,False,True,True,v4_distribution_review_queue,high_delta_review,60000,0.061,"Ukiyo-e print of fierce warriors in flowing robes, one gripping a sword beneath curling flames, rendered in a vertical composition with fine ink lines and muted tan, orange, and black tones.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0911.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0911.jpg
track1_0957,False,True,True,v4_distribution_review_queue,high_delta_review,60000,0.0693,"Ukiyo-e style print of a dramatic red-skinned warrior in ornate robes raising a fist above a crouching green creature, with bold outlines, flat colors, and a tense theatrical composition.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0957.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0957.jpg
track1_0008,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0432,"Ukiyo-e rural landscape with travelers walking along a winding path beside fields and a narrow stream, tall trees rising in the foreground, muted colors, fine linework, and vertical composition.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0008.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0008.jpg
track1_0030,False,False,True,v4_distribution_review_queue,high_delta_review,60000,0.0552,"Ukiyo-e scene of travelers in traditional robes walking through a hilly landscape with trees, distant figures on a path, and Mount Fuji in the background, rendered with delicate linework and muted earthy colors.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0030.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0030.jpg
track1_0080,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0449,"Ukiyo-e style scene of two dramatic warriors grappling in richly patterned robes, with bold outlines, flat colors, and a vertical woodblock print composition.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0080.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0080.jpg
track1_0168,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0484,"Ukiyo-e scene of elegant women in traditional robes gathered on a wooden veranda, with fine linework, muted colors, patterned textiles, and a calm domestic atmosphere.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0168.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0168.jpg
track1_0180,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0466,"Ukiyo-e woodblock print of travelers crossing a high arched bridge over a blue river, with wooden supports, stone embankments, and a small village landscape in muted colors and crisp linework.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0180.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0180.jpg
track1_0223,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0409,"An Early Renaissance monochrome illustration of a robed seated figure beside a walled garden and gate, with a small church, trees, hills, and delicate hatched linework in a muted sepia palette.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0223.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0223.jpg
track1_0233,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0472,"Ink and wash painting of a serene mountainous landscape with towering rocky peaks, dense pine trees, small riverside pavilions, and delicate monochrome brushwork on a vertical scroll.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0233.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0233.jpg
track1_0314,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0416,"A Socialist Realism Soviet propaganda poster with a bold Cyrillic headline, heroic soldiers, an industrial worker, anti-fascist caricature scenes, and stark wartime panels in muted reds, blues, and beige tones.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0314.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0314.jpg
track1_0385,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0408,"Ukiyo-e portrait of an elegantly dressed woman in a patterned kimono standing beneath leafy branches, holding a folding fan beside a quiet riverside landscape with delicate linework and muted colors.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0385.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0385.jpg
track1_0434,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.037,"Ink and wash painting of a serene mountainous landscape with layered rocky ridges, dense trees, misty distant peaks, muted sepia tones, fine brushwork, and calligraphy inscription above.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0434.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0434.jpg
track1_0445,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0388,"Ink and wash painting of a fan-shaped mountainous landscape with rocky peaks, sparse trees, misty valleys, a calligraphy inscription, warm sepia tones, and delicate brushwork.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0445.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0445.jpg
track1_0488,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.043,"A Ukiyo-e landscape with a winding blue river, small boats, a wooden bridge, riverside buildings, green trees, and distant mountains beneath a softly graded sky.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0488.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0488.jpg
track1_0523,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0411,"Ukiyo-e style circular composition of a busy river harbor with boats, a large moored vessel in the foreground, distant waterfront buildings, muted colors, fine linework, and Japanese calligraphy on a dark background.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0523.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0523.jpg
track1_0590,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0417,"Ukiyo-e style scene of three figures in traditional Japanese robes walking past a wooden building and garden, rendered with delicate linework and a muted earthy color palette.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0590.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0590.jpg
track1_0604,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0385,"Ukiyo-e scene of two women in flowing robes sharing a large umbrella beside a quiet waterside with birds and reeds, rendered in delicate linework and a muted earthy palette.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0604.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0604.jpg
track1_0611,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0408,"Ink and wash painting of a serene mountainous riverside landscape with layered rocky peaks, misty water, trees, a small pavilion by the shore, a tiny boat, and delicate calligraphy rendered in monochrome brushwork.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0611.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0611.jpg
track1_0614,False,False,True,v4_distribution_review_queue,high_delta_review,60000,0.0507,"Ukiyo-e scene of two women in patterned kimonos standing on a hillside above a quiet coastal landscape, one holding a closed parasol, with delicate linework and a muted earthy color palette.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0614.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0614.jpg
track1_0616,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.044,"Ink and wash painting of a gnarled pine tree rising from rocky ground beside grasses and a quiet shoreline, with delicate brushwork, muted sepia tones, calligraphy, and red seals creating a serene traditional landscape.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0616.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0616.jpg
track1_0635,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0404,"Ukiyo-e scene of three elegantly robed figures standing near a garden doorway with flowering trees, rendered in delicate linework, muted colors, and an aged paper texture.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0635.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0635.jpg
track1_0659,False,False,True,v4_distribution_review_queue,high_delta_review,60000,0.0523,"Ukiyo-e woodblock print of three elegantly dressed figures walking in diagonal rain, with a large patterned parasol, delicate linework, muted colors, and a calm street scene atmosphere.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0659.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0659.jpg
track1_0697,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.041,"Abstract composition of geometric pyramids, spheres, and block-like forms on a faint grid, layered with energetic sketchy lines, splattered textures, and a vivid yellow, teal, orange, and red palette.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0697.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0697.jpg
track1_0712,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0377,Ink and wash painting of a vertical scroll with a robed sage in a circular frame above swirling dragon-like forms and bold ornamental black brushstrokes on aged sepia paper.,submissions/track1_candidate_v3_gate7_20260606/images/track1_0712.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0712.jpg
track1_0724,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.039,"Abstract pencil sketch of a sparse architectural landscape with faint angular building outlines, a curving path, delicate linear marks, and a muted beige paper texture.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0724.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0724.jpg
track1_0746,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0473,"Ukiyo-e scene of two kimono-clad figures walking under yellow paper umbrellas through diagonal rain, with delicate linework, muted colors, and a calligraphy cartouche in the upper corner.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0746.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0746.jpg
track1_0771,False,False,True,v4_distribution_review_queue,high_delta_review,60000,0.0559,"A Ukiyo-e woodblock print of women gathered inside a traditional room opening onto a quiet garden with rocks, pine trees, sliding screens, and delicate linework in a muted color palette.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0771.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0771.jpg
track1_0785,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0497,"Ink and wash painting of a serene mountainous landscape with clustered trees, small hillside houses, winding paths, and calligraphy, rendered with delicate brushwork and a muted earthy color palette.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0785.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0785.jpg
track1_0787,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0483,"Ukiyo-e portrait of a standing Japanese actor or warrior in an ornate patterned kimono with a sword, surrounded by calligraphy on aged paper with bold outlines and muted red, gold, and black tones.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0787.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0787.jpg
track1_0812,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0366,"Ukiyo-e scene of a woman holding a patterned parasol beside a child riding a small toy horse near a pink wooden building, with delicate linework, muted colors, and a calm spring atmosphere.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0812.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0812.jpg
track1_0815,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0396,"Ukiyo-e scene of elegantly dressed Japanese figures gathered closely with folding fans and patterned robes, rendered in fine ink lines and a muted beige color palette.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0815.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0815.jpg
track1_0832,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0469,"Ukiyo-e scene of two women in patterned kimonos, one standing and one kneeling with a fan beside tall flowering plants, rendered with flat warm colors and delicate linework.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0832.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0832.jpg
track1_0838,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0396,"Ukiyo-e style owl perched on a mossy twisting branch with red maple leaves, Japanese calligraphy, muted earthy colors, and delicate textured linework on aged paper.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0838.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0838.jpg
track1_0844,False,False,True,v4_distribution_review_queue,high_delta_review,60000,0.0562,"A Ukiyo-e scene of travelers crossing a small arched bridge over a stream near a hillside building, framed by autumn trees, delicate linework, and muted earthy colors.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0844.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0844.jpg
track1_0872,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.046,"A serene Ukiyo-e landscape with a winding stream flowing through rocky banks, dense green hills, and trees silhouetted against a dark sky, rendered with bold outlines and textured wave patterns.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0872.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0872.jpg
track1_0890,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0462,"A Ukiyo-e landscape of a winding blue river with small boats, grassy banks, pine and willow trees, and distant huts, rendered with bold outlines and a muted green and blue palette.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0890.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0890.jpg
track1_0897,False,False,True,v4_distribution_review_queue,high_delta_review,60000,0.0517,"Ink and wash painting of a serene garden scene with a twisted pine tree, bamboo, rocks, a thatched pavilion where two scholars sit at a table, and a lone figure standing by a simple fence, rendered with delicate brushwork and soft muted washes.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0897.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0897.jpg
track1_0914,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0433,"Ukiyo-e print of whimsical yokai-like figures and tiny travelers parading with umbrellas, instruments, and strange sea-creature forms, rendered with fine outlines, muted colors, and a playful fantastical mood.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0914.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0914.jpg
track1_0915,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0415,"Ukiyo-e style scene of two women in patterned kimono walking under a large umbrella in falling snow, with delicate linework, muted earthy colors, and calligraphic text in the background.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0915.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0915.jpg
track1_0937,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0396,"Ink and wash painting of a serene mountainous landscape with clustered trees, rocky slopes, small houses in a valley, calligraphy inscriptions, and red seal stamps rendered with delicate monochrome brushwork.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0937.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0937.jpg
track1_0945,False,False,True,v4_distribution_review_queue,high_delta_review,60000,0.0503,"Ukiyo-e scene of three elegantly dressed women in patterned kimonos standing beneath blooming cherry branches, with delicate linework, muted colors, and a calm spring atmosphere.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0945.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0945.jpg
track1_0952,False,False,True,v4_distribution_review_queue,medium_delta_review,60000,0.0409,"A Ukiyo-e portrait of an elegant woman in a richly patterned blue kimono within a decorative interior, rendered with flat color blocks, delicate linework, and a muted vintage palette.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0952.jpg,submissions/track1_candidate_full1000_aas_safe_official_v7_no_fallback_20260605/images/track1_0952.jpg
