all_sources,current_arousal,current_emotion,current_label_issue_count,current_valence,exact_duplicate,failed_transition_count,max_confidence,model_sources,model_support_score,model_vote_count,near_duplicate,proposed_arousal,proposed_emotion,proposed_valence,public_duplicate_support_score,public_style_support_score,rationale,same_arousal,same_quadrant,same_valence,sample_id,support_score,transition,v21_decision,v21_reasons,v21_score,v21_tier
"clip,dinov2,public_clean,public_inclusive,siglip2",High,frustrated,0,Negative,False,0,0.433168,"clip,dinov2,siglip2",1.309903,3,False,High,annoyed,Negative,0.0,0.282142,,True,True,True,track2_0726,1.592045,frustrated->annoyed,hold,insufficient_v21_evidence,1.806448,hold
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,sad,0,Negative,False,0,0.413486,"clip,dinov2,siglip2",1.228325,3,False,High,frustrated,Negative,0.0,0.353583,,False,False,True,track2_0599,1.581908,sad->frustrated,hold,insufficient_v21_evidence,1.799738,hold
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.578992,"clip,siglip2",1.082122,2,False,Low,calm,Positive,0.0,0.535846,,True,True,True,track2_0668,1.617968,content->calm,hold,insufficient_v21_evidence,1.741797,hold
"clip,dinov2,siglip2",Low,content,0,Positive,False,20,0.573222,"clip,dinov2,siglip2",1.520818,3,False,Low,calm,Positive,0.0,0.0,,True,True,True,track2_0583,1.520818,content->calm,hold,insufficient_v21_evidence,1.726676,hold
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.527549,"clip,siglip2",1.105031,2,False,Low,calm,Positive,0.0,0.503704,,True,True,True,track2_0134,1.608735,content->calm,hold,insufficient_v21_evidence,1.726198,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,43,0.528999,"dinov2,siglip2",1.070216,2,False,Low,content,Positive,0.0,0.528999,,True,True,True,track2_0667,1.599215,calm->content,hold,insufficient_v21_evidence,1.718565,hold
"clip,dinov2,siglip2",Low,content,0,Positive,False,20,0.530698,"clip,dinov2,siglip2",1.509258,3,False,Low,calm,Positive,0.0,0.0,,True,True,True,track2_0202,1.509258,content->calm,hold,insufficient_v21_evidence,1.711714,hold
"clip,dinov2,public_clean,public_inclusive",Low,content,0,Positive,False,20,0.589816,"clip,dinov2",1.069778,2,False,Low,calm,Positive,0.0,0.505094,,True,True,True,track2_0043,1.574872,content->calm,hold,insufficient_v21_evidence,1.697414,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,43,0.507523,"dinov2,siglip2",1.063701,2,False,Low,content,Positive,0.0,0.507523,,True,True,True,track2_0318,1.571224,calm->content,hold,insufficient_v21_evidence,1.687352,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,43,0.541246,"dinov2,siglip2",1.040056,2,False,Low,content,Positive,0.0,0.510306,,True,True,True,track2_0687,1.550362,calm->content,hold,insufficient_v21_evidence,1.669383,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.547985,"dinov2,siglip2",1.106233,2,False,Low,calm,Positive,0.0,0.446324,,True,True,True,track2_0759,1.552557,content->calm,hold,insufficient_v21_evidence,1.667638,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.524133,"dinov2,siglip2",1.084745,2,False,Low,calm,Positive,0.0,0.462758,,True,True,True,track2_0900,1.547503,content->calm,hold,insufficient_v21_evidence,1.661827,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,43,0.51216,"dinov2,siglip2",1.029047,2,False,Low,content,Positive,0.0,0.51216,,True,True,True,track2_0833,1.541207,calm->content,hold,insufficient_v21_evidence,1.658031,hold
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,3,0.499845,"clip,dinov2,siglip2",1.134373,3,False,Low,sad,Negative,0.0,0.285141,,True,True,True,track2_0817,1.419514,tired->sad,hold,insufficient_v21_evidence,1.639461,hold
"clip,dinov2,public_clean,public_inclusive",Low,calm,0,Positive,False,0,0.697109,"clip,dinov2",1.256361,2,False,High,annoyed,Negative,0.0,0.266755,,False,False,False,track2_0976,1.523116,calm->annoyed,hold,insufficient_v21_evidence,1.637558,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,43,0.542053,"dinov2,siglip2",1.018857,2,False,Low,content,Positive,0.0,0.500045,,True,True,True,track2_0865,1.518902,calm->content,hold,insufficient_v21_evidence,1.637269,hold
"clip,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,0,0.504309,"clip,siglip2",1.008328,2,False,Low,glad,Positive,0.0,0.504309,,True,False,False,track2_0594,1.512637,tired->glad,hold,insufficient_v21_evidence,1.628283,hold
"clip,dinov2,siglip2",Low,content,0,Positive,False,20,0.501494,"clip,dinov2,siglip2",1.421256,3,False,Low,calm,Positive,0.0,0.0,,True,True,True,track2_0791,1.421256,content->calm,hold,insufficient_v21_evidence,1.621376,hold
"clip,public_clean,public_inclusive,siglip2",Low,sad,0,Negative,False,0,0.558513,"clip,siglip2",1.033428,2,False,Low,calm,Positive,0.0,0.461882,,True,False,False,track2_0352,1.49531,sad->calm,hold,insufficient_v21_evidence,1.612323,hold
"dinov2,public_clean,public_inclusive,siglip2",High,aroused,0,Positive,False,1,0.513527,"dinov2,siglip2",1.166266,2,False,High,excited,Positive,0.0,0.336977,,True,True,True,track2_0032,1.503243,aroused->excited,hold,insufficient_v21_evidence,1.607914,hold
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,bored,0,Negative,False,0,0.362644,"clip,dinov2,siglip2",1.055417,3,False,Low,content,Positive,0.0,0.338735,,True,False,False,track2_0188,1.394152,bored->content,hold,insufficient_v21_evidence,1.606875,hold
"clip,public_clean,public_inclusive,siglip2",High,frustrated,0,Negative,False,0,0.495599,"clip,siglip2",1.101177,2,False,High,aroused,Positive,0.0,0.389998,,True,False,False,track2_0993,1.491175,frustrated->aroused,hold,insufficient_v21_evidence,1.598123,hold
"clip,dinov2,public_clean,public_inclusive",High,alarmed,0,Negative,False,0,0.560226,"clip,dinov2",1.206428,2,False,High,excited,Positive,0.0,0.285379,,True,False,False,track2_0721,1.491807,alarmed->excited,hold,insufficient_v21_evidence,1.596602,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.491685,"dinov2,siglip2",1.036545,2,False,Low,calm,Positive,0.0,0.445955,,True,True,True,track2_0374,1.4825,content->calm,hold,insufficient_v21_evidence,1.593052,hold
"clip,dinov2,public_clean",Low,content,0,Positive,False,20,0.509092,"clip,dinov2",0.979827,2,False,Low,calm,Positive,0.0,0.487842,,True,True,True,track2_0990,1.467669,content->calm,hold,insufficient_v21_evidence,1.582545,hold
"dinov2,public_clean,public_inclusive,siglip2",High,aroused,0,Positive,False,0,0.52123,"dinov2,siglip2",0.943971,2,False,Low,calm,Positive,0.0,0.52008,,False,False,True,track2_0180,1.464051,aroused->calm,hold,insufficient_v21_evidence,1.582155,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.580313,"dinov2,siglip2",1.089729,2,False,Low,bored,Negative,0.0,0.375062,,True,False,False,track2_0240,1.464791,calm->bored,hold,insufficient_v21_evidence,1.57747,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.489423,"dinov2,siglip2",0.98304,2,False,Low,calm,Positive,0.0,0.481375,,True,True,True,track2_0715,1.464415,content->calm,hold,insufficient_v21_evidence,1.577265,hold
"clip,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,3,0.542808,"clip,siglip2",1.024468,2,False,Low,sad,Negative,0.0,0.434571,,True,True,True,track2_0537,1.459039,tired->sad,hold,insufficient_v21_evidence,1.572884,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,0,0.635675,"dinov2,siglip2",1.147233,2,False,High,excited,Positive,0.0,0.31007,,False,False,True,track2_0927,1.457303,content->excited,hold,insufficient_v21_evidence,1.569862,hold
"clip,dinov2,public_clean,public_inclusive,siglip2",High,aroused,0,Positive,False,0,0.436116,"clip,dinov2,siglip2",1.098915,3,False,Low,calm,Positive,0.0,0.256483,,False,False,True,track2_0033,1.355398,aroused->calm,hold,insufficient_v21_evidence,1.568241,hold
"clip,public_clean,siglip2",Low,calm,0,Positive,False,43,0.496216,"clip,siglip2",0.954387,2,False,Low,content,Positive,0.0,0.496216,,True,True,True,track2_0112,1.450603,calm->content,hold,insufficient_v21_evidence,1.565035,hold
"clip,dinov2,siglip2",Low,content,0,Positive,False,0,0.492534,"clip,dinov2,siglip2",1.355054,3,False,High,excited,Positive,0.0,0.0,,False,False,True,track2_0787,1.355054,content->excited,hold,insufficient_v21_evidence,1.554457,hold
"clip,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,3,0.593964,"clip,siglip2",1.1445,2,False,Low,sad,Negative,0.0,0.300002,,True,True,True,track2_0031,1.444502,tired->sad,hold,insufficient_v21_evidence,1.553019,hold
"clip,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,43,0.520496,"clip,siglip2",0.902181,2,False,Low,content,Positive,0.0,0.520496,,True,True,True,track2_0421,1.422677,calm->content,hold,insufficient_v21_evidence,1.540751,hold
"clip,dinov2,public_clean,public_inclusive,siglip2",High,aroused,0,Positive,False,0,0.339113,"clip,dinov2,siglip2",1.035994,3,False,High,annoyed,Negative,0.0,0.287257,,True,False,False,track2_0301,1.323251,aroused->annoyed,hold,insufficient_v21_evidence,1.530488,hold
"clip,dinov2,public_clean,public_inclusive,siglip2",High,frustrated,0,Negative,False,0,0.406766,"clip,dinov2,siglip2",1.070367,3,False,High,annoyed,Negative,0.0,0.246538,,True,True,True,track2_0620,1.316905,frustrated->annoyed,hold,insufficient_v21_evidence,1.526704,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.477724,"dinov2,siglip2",0.972888,2,False,Low,bored,Negative,0.0,0.443015,,True,False,False,track2_0949,1.415903,calm->bored,hold,insufficient_v21_evidence,1.525132,hold
"clip,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,0,0.541665,"clip,siglip2",1.014083,2,False,Low,calm,Positive,0.0,0.383699,,True,False,False,track2_0723,1.397782,tired->calm,hold,insufficient_v21_evidence,1.507974,hold
"clip,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,3,0.526181,"clip,siglip2",1.000011,2,False,Low,sad,Negative,0.0,0.397483,,True,True,True,track2_0175,1.397494,tired->sad,hold,insufficient_v21_evidence,1.507412,hold
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.479824,"clip,siglip2",0.963457,2,False,Low,calm,Positive,0.0,0.433026,,True,True,True,track2_0672,1.396483,content->calm,hold,insufficient_v21_evidence,1.505181,hold
"dinov2,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.499021,"dinov2,siglip2",0.985152,2,False,Low,calm,Positive,0.0,0.407245,,True,True,True,track2_0133,1.392397,content->calm,hold,insufficient_v21_evidence,1.500826,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.534213,"dinov2,siglip2",0.892387,2,False,Low,sad,Negative,0.0,0.482889,,True,False,False,track2_0796,1.375276,calm->sad,hold,insufficient_v21_evidence,1.491815,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.528438,"dinov2,siglip2",1.074336,2,False,High,frustrated,Negative,0.0,0.309297,,False,False,False,track2_0138,1.383633,calm->frustrated,hold,insufficient_v21_evidence,1.487559,hold
"clip,public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.603135,"clip,siglip2",1.053942,2,False,Low,calm,Positive,0.0,0.321958,,False,False,False,track2_0890,1.3759,alarmed->calm,hold,insufficient_v21_evidence,1.486688,hold
"clip,dinov2",Low,content,0,Positive,False,0,0.745742,"clip,dinov2",1.364568,2,False,High,happy,Positive,0.0,0.0,,False,False,True,track2_0770,1.364568,content->happy,hold,insufficient_v21_evidence,1.464227,hold
"clip,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,3,0.441275,"clip,siglip2",0.969854,2,False,Low,sad,Negative,0.0,0.386534,,True,True,True,track2_0977,1.356388,tired->sad,hold,insufficient_v21_evidence,1.458747,hold
"clip,dinov2,public_inclusive,siglip2",High,annoyed,0,Negative,False,0,0.366323,"clip,dinov2,siglip2",0.972187,3,False,Low,calm,Positive,0.0,0.271964,,False,False,False,track2_0842,1.244151,annoyed->calm,hold,insufficient_v21_evidence,1.452494,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,sad,0,Negative,False,0,0.675462,"dinov2,siglip2",1.100944,2,False,High,alarmed,Negative,0.0,0.240337,,False,False,True,track2_0891,1.341281,sad->alarmed,hold,insufficient_v21_evidence,1.452142,hold
"dinov2,public_clean,public_inclusive,siglip2",High,frustrated,0,Negative,False,0,0.652307,"dinov2,siglip2",1.050102,2,False,High,annoyed,Negative,0.0,0.285424,,True,True,True,track2_0922,1.335526,frustrated->annoyed,hold,insufficient_v21_evidence,1.44769,hold
"clip,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.496405,"clip,siglip2",0.941603,2,False,Low,bored,Negative,0.0,0.394173,,True,False,False,track2_0836,1.335776,calm->bored,hold,insufficient_v21_evidence,1.443081,hold
"clip,dinov2,public_clean,siglip2",Low,tired,0,Negative,False,0,0.4248,"clip,dinov2,siglip2",1.035173,3,False,Low,content,Positive,0.0,0.198806,,True,False,False,track2_0884,1.23398,tired->content,hold,insufficient_v21_evidence,1.44188,hold
"clip,dinov2,public_inclusive",Low,content,0,Positive,False,20,0.520777,"clip,dinov2",0.887366,2,False,Low,calm,Positive,0.0,0.428347,,True,True,True,track2_0489,1.315713,content->calm,hold,insufficient_v21_evidence,1.427359,hold
"dinov2,public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.521482,"dinov2,siglip2",0.879286,2,False,High,excited,Positive,0.0,0.431417,,True,False,False,track2_0728,1.310703,alarmed->excited,hold,insufficient_v21_evidence,1.422621,hold
"dinov2,public_clean,public_inclusive,siglip2",High,annoyed,0,Negative,False,0,0.483612,"dinov2,siglip2",0.944341,2,False,Low,calm,Positive,0.0,0.369947,,False,False,False,track2_0336,1.314288,annoyed->calm,hold,insufficient_v21_evidence,1.418873,hold
"clip,dinov2,public_clean,public_inclusive",Low,tired,0,Negative,False,0,0.503692,"clip,dinov2",0.789764,2,False,Low,calm,Positive,0.0,0.503692,,True,False,False,track2_0150,1.293456,tired->calm,hold,insufficient_v21_evidence,1.40901,hold
"clip,public_clean,public_inclusive,siglip2",High,frustrated,0,Negative,False,0,0.461323,"clip,siglip2",0.964709,2,False,Low,bored,Negative,0.0,0.339725,,False,False,True,track2_0876,1.304434,frustrated->bored,hold,insufficient_v21_evidence,1.405121,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.491099,"dinov2,siglip2",0.928114,2,False,Low,bored,Negative,0.0,0.371542,,True,False,False,track2_0829,1.299656,calm->bored,hold,insufficient_v21_evidence,1.404952,hold
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.453753,"clip,siglip2",0.971856,2,False,Low,calm,Positive,0.0,0.330218,,True,True,True,track2_0561,1.302074,content->calm,hold,insufficient_v21_evidence,1.40149,hold
"clip,dinov2",Low,content,0,Positive,False,20,0.581301,"clip,dinov2",1.309964,2,False,Low,calm,Positive,0.0,0.0,,True,True,True,track2_0137,1.309964,content->calm,hold,insufficient_v21_evidence,1.396468,hold
"clip,public_clean,public_inclusive,siglip2",High,aroused,0,Positive,False,0,0.492143,"clip,siglip2",0.859989,2,False,Low,sad,Negative,0.0,0.418537,,False,False,False,track2_0549,1.278526,aroused->sad,hold,insufficient_v21_evidence,1.387195,hold
"clip,dinov2,public_clean,public_inclusive",Low,bored,0,Negative,False,0,0.490768,"clip,dinov2",0.928825,2,False,Low,glad,Positive,0.0,0.350435,,True,False,False,track2_0848,1.27926,bored->glad,hold,insufficient_v21_evidence,1.383052,hold
"clip,public_inclusive,siglip2",High,frustrated,0,Negative,False,0,0.469569,"clip,siglip2",0.913683,2,False,High,excited,Positive,0.0,0.33696,,True,False,False,track2_0256,1.250643,frustrated->excited,hold,insufficient_v21_evidence,1.351796,hold
"clip,dinov2",Low,sad,0,Negative,False,0,0.582213,"clip,dinov2",1.25474,2,False,Low,content,Positive,0.0,0.0,,True,False,False,track2_0098,1.25474,sad->content,hold,insufficient_v21_evidence,1.341317,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.453597,"dinov2,siglip2",0.807538,2,False,High,alarmed,Negative,0.0,0.420263,,False,False,False,track2_0735,1.227801,calm->alarmed,hold,insufficient_v21_evidence,1.333507,hold
"clip,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,43,0.449393,"clip,siglip2",0.851759,2,False,Low,content,Positive,0.0,0.362808,,True,True,True,track2_0950,1.214567,calm->content,hold,insufficient_v21_evidence,1.315915,hold
"gemini35,public_clean",Low,content,0,Positive,False,20,0.85,gemini35,0.9375,1,False,Low,calm,Positive,0.0,0.362206,"The delicate, flowing lines, soft muted colors, and gentle, suspended motion of the butterfly over the flowers evoke a profound sense of quietude and peaceful stillness, making 'calm' a more precise descriptor than 'content'.",True,True,True,track2_0322,1.299706,content->calm,hold,insufficient_v21_evidence,1.31306,hold
"dinov2,public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.428472,"dinov2,siglip2",0.865922,2,False,High,frustrated,Negative,0.0,0.348379,,True,True,True,track2_0364,1.214301,alarmed->frustrated,hold,insufficient_v21_evidence,1.312965,hold
"dinov2,public_clean",Low,calm,0,Positive,False,43,0.684666,dinov2,0.782748,1,False,Low,content,Positive,0.0,0.51441,,True,True,True,track2_0347,1.297159,calm->content,hold,insufficient_v21_evidence,1.307941,hold
"clip,dinov2",High,aroused,0,Positive,False,0,0.582785,"clip,dinov2",1.210802,2,False,Low,calm,Positive,0.0,0.0,,False,False,True,track2_0733,1.210802,aroused->calm,hold,insufficient_v21_evidence,1.297425,hold
"clip,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.597918,"clip,siglip2",0.952406,2,False,Low,bored,Negative,0.0,0.234501,,True,False,False,track2_0414,1.186907,calm->bored,hold,insufficient_v21_evidence,1.291156,hold
"clip,dinov2,public_clean,public_inclusive",Low,sad,0,Negative,False,0,0.463123,"clip,dinov2",0.938387,2,False,Low,calm,Positive,0.0,0.257129,,True,False,False,track2_0275,1.195516,sad->calm,hold,insufficient_v21_evidence,1.290565,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,43,0.481251,"dinov2,siglip2",0.695913,2,False,Low,content,Positive,0.0,0.47957,,True,True,True,track2_0019,1.175483,calm->content,hold,insufficient_v21_evidence,1.287553,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.45193,"dinov2,siglip2",0.775587,2,False,Low,calm,Positive,0.0,0.404708,,True,True,True,track2_0351,1.180295,content->calm,hold,insufficient_v21_evidence,1.284779,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.404007,"dinov2,siglip2",0.799585,2,False,Low,calm,Positive,0.0,0.385795,,True,True,True,track2_0201,1.18538,content->calm,hold,insufficient_v21_evidence,1.284706,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,3,0.400515,"dinov2,siglip2",0.878054,2,False,Low,sad,Negative,0.0,0.311446,,True,True,True,track2_0857,1.1895,tired->sad,hold,insufficient_v21_evidence,1.283342,hold
"clip,dinov2",Low,sad,0,Negative,False,0,0.638893,"clip,dinov2",1.171869,2,False,Low,calm,Positive,0.0,0.0,,True,False,False,track2_0696,1.171869,sad->calm,hold,insufficient_v21_evidence,1.26298,hold
"clip,public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.412021,"clip,siglip2",0.876504,2,False,High,aroused,Positive,0.0,0.288495,,True,False,False,track2_0536,1.164999,alarmed->aroused,hold,insufficient_v21_evidence,1.258155,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,43,0.46662,"dinov2,siglip2",0.809235,2,False,Low,content,Positive,0.0,0.339542,,True,True,True,track2_0622,1.148777,calm->content,hold,insufficient_v21_evidence,1.249875,hold
"clip,dinov2",Low,content,0,Positive,False,20,0.560775,"clip,dinov2",1.156802,2,False,Low,calm,Positive,0.0,0.0,,True,True,True,track2_0592,1.156802,content->calm,hold,insufficient_v21_evidence,1.241664,hold
"clip,dinov2",Low,content,0,Positive,False,20,0.58501,"clip,dinov2",1.153105,2,False,Low,calm,Positive,0.0,0.0,,True,True,True,track2_0076,1.153105,content->calm,hold,insufficient_v21_evidence,1.239906,hold
"dinov2,public_inclusive,siglip2",High,annoyed,0,Negative,False,0,0.395784,"dinov2,siglip2",0.744039,2,False,Low,calm,Positive,0.0,0.395784,,False,False,False,track2_0531,1.139823,annoyed->calm,hold,insufficient_v21_evidence,1.239191,hold
"dinov2,public_inclusive,siglip2",High,annoyed,0,Negative,False,0,0.429702,"dinov2,siglip2",0.872712,2,False,High,aroused,Positive,0.0,0.27116,,True,False,False,track2_0907,1.143872,annoyed->aroused,hold,insufficient_v21_evidence,1.237229,hold
"clip,dinov2",Low,calm,0,Positive,False,0,0.677588,"clip,dinov2",1.140453,2,False,High,alarmed,Negative,0.0,0.0,,False,False,False,track2_0145,1.140453,calm->alarmed,hold,insufficient_v21_evidence,1.23466,hold
"dinov2,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.405588,"dinov2,siglip2",0.791484,2,False,Low,calm,Positive,0.0,0.340648,,True,True,True,track2_0601,1.132132,content->calm,hold,insufficient_v21_evidence,1.228424,hold
"public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,43,0.581814,siglip2,0.661001,1,False,Low,content,Positive,0.0,0.557417,,True,True,True,track2_0566,1.218418,calm->content,hold,insufficient_v21_evidence,1.223982,hold
"clip,dinov2,public_clean,public_inclusive",High,excited,0,Positive,False,0,0.41245,"clip,dinov2",0.838578,2,False,Low,calm,Positive,0.0,0.290307,,False,False,True,track2_0449,1.128885,excited->calm,hold,insufficient_v21_evidence,1.222202,hold
"clip,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.443495,"clip,siglip2",0.847517,2,False,Low,sad,Negative,0.0,0.272069,,True,False,False,track2_0386,1.119585,calm->sad,hold,insufficient_v21_evidence,1.214109,hold
"public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.583704,siglip2,0.607057,1,False,Low,sad,Negative,0.0,0.583704,,True,False,False,track2_0752,1.190761,calm->sad,hold,insufficient_v21_evidence,1.198317,hold
"dinov2,public_clean,public_inclusive,siglip2",High,frustrated,0,Negative,False,0,0.39617,"dinov2,siglip2",0.812212,2,False,High,annoyed,Negative,0.0,0.29291,,True,True,True,track2_0896,1.105122,frustrated->annoyed,hold,insufficient_v21_evidence,1.197319,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.453488,"dinov2,siglip2",0.753422,2,False,Low,calm,Positive,0.0,0.332764,,True,True,True,track2_0329,1.086186,content->calm,hold,insufficient_v21_evidence,1.185759,hold
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.415058,"clip,siglip2",0.766156,2,False,Low,calm,Positive,0.0,0.319474,,True,True,True,track2_0433,1.08563,content->calm,hold,insufficient_v21_evidence,1.181198,hold
"public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.584288,siglip2,0.642859,1,False,Low,calm,Positive,0.0,0.529287,,True,True,True,track2_0690,1.172146,content->calm,hold,insufficient_v21_evidence,1.175939,hold
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.378657,"clip,siglip2",0.696088,2,False,Low,calm,Positive,0.0,0.378657,,True,True,True,track2_0608,1.074745,content->calm,hold,insufficient_v21_evidence,1.171544,hold
"clip,dinov2,public_clean,public_inclusive",High,aroused,0,Positive,False,0,0.388626,"clip,dinov2",0.743985,2,False,High,frustrated,Negative,0.0,0.331804,,True,False,False,track2_0598,1.075789,aroused->frustrated,hold,insufficient_v21_evidence,1.170105,hold
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,0,0.396059,"clip,siglip2",0.779672,2,False,High,annoyed,Negative,0.0,0.294835,,False,False,False,track2_0581,1.074507,content->annoyed,hold,insufficient_v21_evidence,1.16683,hold
"clip,dinov2",Low,content,0,Positive,False,0,0.560077,"clip,dinov2",1.081496,2,False,Low,tired,Negative,0.0,0.0,,True,False,False,track2_0862,1.081496,content->tired,hold,insufficient_v21_evidence,1.166302,hold
"dinov2,public_clean,public_inclusive,siglip2",High,happy,0,Positive,False,0,0.445021,"dinov2,siglip2",0.803907,2,False,Low,content,Positive,0.0,0.267853,,False,False,True,track2_0011,1.07176,happy->content,hold,insufficient_v21_evidence,1.166111,hold
"clip,dinov2,siglip2",High,alarmed,0,Negative,False,0,0.402533,"clip,dinov2,siglip2",0.964114,3,False,Low,calm,Positive,0.0,0.0,,False,False,False,track2_0999,0.964114,alarmed->calm,hold,insufficient_v21_evidence,1.156317,hold
"clip,siglip2",Low,content,0,Positive,False,20,0.536671,"clip,siglip2",1.070759,2,False,Low,calm,Positive,0.0,0.0,,True,True,True,track2_0738,1.070759,content->calm,hold,insufficient_v21_evidence,1.153693,hold
"clip,siglip2",Low,content,0,Positive,False,20,0.535235,"clip,siglip2",1.068467,2,False,Low,calm,Positive,0.0,0.0,,True,True,True,track2_0551,1.068467,content->calm,hold,insufficient_v21_evidence,1.151286,hold
"dinov2,public_inclusive",Low,calm,0,Positive,False,43,0.59719,dinov2,0.6662,1,False,Low,content,Positive,0.0,0.477974,,True,True,True,track2_0346,1.144174,calm->content,hold,insufficient_v21_evidence,1.145407,hold
"gemini35,public_clean",Low,content,0,Positive,False,20,0.85,gemini35,0.9375,1,False,Low,calm,Positive,0.0,0.204858,"The quiet, observational activity of the figures combined with the flat, harmonious colors and clean lines of the woodblock print evokes a sense of calm stillness.",True,True,True,track2_0127,1.142358,content->calm,hold,insufficient_v21_evidence,1.144698,hold
"clip,public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.408087,"clip,siglip2",0.860289,2,False,High,annoyed,Negative,0.0,0.192918,,True,True,True,track2_0853,1.053207,alarmed->annoyed,hold,insufficient_v21_evidence,1.139358,hold
"dinov2,public_clean",High,frustrated,0,Negative,False,0,0.658113,dinov2,0.792973,1,False,High,happy,Positive,0.0,0.347866,,True,False,False,track2_0256,1.140839,frustrated->happy,hold,insufficient_v21_evidence,1.137839,hold
"dinov2,public_clean,public_inclusive",Low,calm,0,Positive,False,43,0.587518,dinov2,0.637065,1,False,Low,content,Positive,0.0,0.496833,,True,True,True,track2_0278,1.133898,calm->content,hold,insufficient_v21_evidence,1.135678,hold
"clip,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,0,0.351748,"clip,siglip2",0.758239,2,False,Low,calm,Positive,0.0,0.28602,,True,False,False,track2_0349,1.044259,tired->calm,hold,insufficient_v21_evidence,1.13242,hold
"dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,0,0.414066,"dinov2,siglip2",0.76323,2,False,Low,tired,Negative,0.0,0.275052,,True,False,False,track2_0370,1.038282,content->tired,hold,insufficient_v21_evidence,1.130661,hold
"dinov2,public_clean,public_inclusive,siglip2",High,annoyed,0,Negative,False,0,0.459965,"dinov2,siglip2",0.779039,2,False,High,excited,Positive,0.0,0.253268,,True,False,False,track2_0205,1.032307,annoyed->excited,hold,insufficient_v21_evidence,1.126833,hold
